;opi_id;tag;subtag;opinion_unit;review_id;rating
1548;1548;;;Up to date information directly from active air quality meters .;4876995663;5
1549;1549;;;Love the app;4873998513;5
1550;1550;;;Love the app it is very accurate live in Florida the air can get pretty thick down here especially during the summer time also have to deal with wild fires down here as well so very useful for sure keep up the good work guys;4873998513;5
1551;1551;;;Helpful;4868101673;5
1552;1552;;;Very helpful for my city;4868101673;5
1553;1553;;;Super useful app;4866825378;5
1554;1554;;;This app is very useful for you to understand about the air quality in your area and also where you will travel to .;4866825378;5
1555;1555;;;Great app !;4866825378;5
1556;1556;;;Nice;4866176316;5
1557;1557;;;Cool app;4866176316;5
1558;1558;;;AirVisual is a breath of fresh air app .;4865280666;5
1559;1559;;;Pardon the attempt at pun .   ;4865280666;5
1560;1560;;;I recently moved to Bangkok and knew all about the poor air quality by following AirVisual before my relocation .;4865280666;5
1561;1561;;;Now I really do n’t need to follow this app for the air quality index rating in LOS , Land of Smog as all I need to do is look out from my high rise in the morning .;4865280666;5
1562;1562;;;I still monitor the air quality on AirVisual just to see if my air quality rating number is close to the index .;4865280666;5
1563;1563;;;I ’m getting pretty good at guessing .;4865280666;5
1564;1564;;;Great App;4865181025;5
1565;1565;;;My country is currently facing some pollution problems due to forest fire .   ;4865181025;5
1566;1566;;;Having this app to monitor the situation is a big help .   ;4865181025;5
1567;1567;;;Not to mention I m raising an infant .;4865181025;5
1568;1568;;;It helps to know when the air gets somewhat better to open our windows or take my baby out for a walk .;4865181025;5
1569;1569;;;Ali&M;4863714592;5
1570;1570;;;Very helpful thanks;4863714592;5
1571;1571;;;Good app for your health .;4862528027;5
1572;1572;;;I like this app .;4862528027;5
1573;1573;;;Good app;4858138466;5
1574;1574;;;Very useful and well designed .;4858138466;5
1575;1575;;;Clean and clear .;4858138466;5
1576;1576;;;All the info I need without any junk .;4858138466;5
1577;1577;;;Thanks;4857448056;5
1578;1578;;;Very useful;4857448056;5
1579;1579;;;So useful ! Essential to me , thAnk you;4856833844;5
1580;1580;;;Very glad I have this .;4856833844;5
1581;1581;;;Seems very accurate , thank you so much !;4856833844;5
1582;1582;;;Good to go;4856175494;5
1583;1583;;;This is perfect to have it setup with notifications on so a remote plug can turn the HealthPro;4856175494;5
1584;1584;;;Plus on and off at certain set points .;4856175494;5
1585;1585;;;It ’s taken the guess work out having to see how healthy or unhealthy our sons room is .;4856175494;5
1586;1586;;;Living and Breathing in China;4849028227;5
1587;1587;;;Very helpful and approachable app , love the design and accessibility .;4849028227;5
1588;1588;;;Super app;4848892252;5
1589;1589;;;I can check the air condition wherever I am .;4848892252;5
1590;1590;;;Good app;4848623555;5
1591;1591;;;Greats;4848623555;5
1592;1592;;;Love it !;4846779847;5
1593;1593;;;So helpful;4846779847;5
1594;1594;;;Good app;4846035676;5
1595;1595;;;Good app;4846035676;5
1596;1596;;;Excellent;4841904752;5
1597;1597;;;Let me know the air on the world ..;4841904752;5
1598;1598;;;Excellent App ..;4841904752;5
1599;1599;;;I appreciated;4841904752;5
1600;1600;;;It works;4840487166;5
1601;1601;;;Nothing else to ask for !;4840487166;5
1602;1602;;;Excellent Tool for Those with Asthma;4839654657;5
1603;1603;;;As I ’m traveling my my child , this app has been great to use .;4839654657;5
1604;1604;;;He has asthma and allergies so I can check to see if it ’s safe for him to be outside and plan our time .;4839654657;5
1605;1605;;;Amazing app;4829664966;5
1606;1606;;;This is an amazing app and it helps so much !;4829664966;5
1607;1607;;;It even has its own Masks and air purifiers that they sell on the app !;4829664966;5
1608;1608;;;Great app for air quality;4826796915;5
1609;1609;;;On days that I feel itchy in my throat , I checked airvisuals and it does show high pollution .;4826796915;5
1610;1610;;;Information is Useful and Easy to Understand;4826188974;5
1611;1611;;;Highly recommended to view the air quality in the region .;4826188974;5
1612;1612;;;Information given is easy to understand and could be used a reference in order to make a decision .;4826188974;5
1613;1613;;;Very useful !;4821559394;5
1614;1614;;;Useful app to refer to during haze periods to check accurate air quality .;4821559394;5
1615;1615;;;Very helpful;4820465046;5
1616;1616;;;Leaving for a trip soon and appreciate my being prepared for the air quality in the part of Indonesia I ’m traveling to .;4820465046;5
1617;1617;;;Bringing face mask unfortunately .;4820465046;5
1618;1618;;;Use it every day !;4817959230;5
1619;1619;;;Thanks;4817959230;5
1620;1620;;;Good;4817705331;5
1621;1621;;;Good app;4817705331;5
1622;1622;;;Helpful !;4817074800;5
1623;1623;;;It ’s very useful and helpful !;4817074800;5
1624;1624;;;Great;4814219083;5
1625;1625;;;Very helpful app !;4814219083;5
1626;1626;;;Very useful app !;4802194428;5
1627;1627;;;Its a useful app , as it helps you plan your day outdoors better knowing the quality of the air .;4802194428;5
1628;1628;;;I recommend it !;4802194428;5
1629;1629;;;Love it !;4797979008;5
1630;1630;;;This app is helping us decide where it would be best to move next .;4797979008;5
1631;1631;;;Allergy sufferer ’s best friend;4797962494;5
1632;1632;;;This app helps me understand when I ’m going to be suffering badly from my allergies .;4797962494;5
1633;1633;;;It helps me better prepare for the day ahead .;4797962494;5
1634;1634;;;Very happy;4797962494;5
1635;1635;;;I found it .;4797962494;5
1636;1636;;;Next step I ’m going to buy one of their in home machines .;4797962494;5
1637;1637;;;Good app but weird issues;4796151477;5
1638;1638;;;I like this app a lot .;4796151477;5
1639;1639;;;It really helps with my asthma and being able to predict when I 'll need my rescue inhaler , especially during wildfires in California .;4796151477;5
1640;1640;;;"I 've had issues in the past with updating the "" my places "" section ,";4796151477;5
1641;1641;;;but it seems good now !;4796151477;5
1642;1642;;;Good;4794787615;5
1643;1643;;;Helpful app;4794787615;5
1644;1644;;;but my government need to do smt before we all die in Vietnam;4794787615;5
1645;1645;;;Easy to use;4785067247;5
1646;1646;;;Really easy to setup and check / refresh when air quality is a question .;4785067247;5
1647;1647;;;I always check on bad air days;4769676521;5
1648;1648;;;Very helpful info to know when you go outside;4769676521;5
1649;1649;;;Love it !;4762299961;5
1650;1650;;;It ’s been great knowing when it ’s a good time to go outside for a run .;4762299961;5
1651;1651;;;Great app;4754690955;5
1652;1652;;;It ’s easy to use , is accurate , and puts my mind at ease .;4754690955;5
1653;1653;;;Excellent air quality app;4752051648;5
1654;1654;;;This is the best of the air quality apps out there , since the EPA no longer apparently has funding for theirs .;4752051648;5
1655;1655;;;This one is very helpful .;4752051648;5
1656;1656;;;I highly recommend it for this of us with asthma and environmental allergies .;4752051648;5
1657;1657;;;Excellent app - add some advanced visualisation;4751054049;5
1658;1658;;;Very useful app to track air quality .;4751054049;5
1659;1659;;;Would love to see the capability to visualise the data across hours , days and even years where available .;4751054049;5
1660;1660;;;Good app;4749878521;5
1661;1661;;;Works well .   ;4749878521;5
1662;1662;;;There seems to be a couple hour delay in the results though .;4749878521;5
1663;1663;;;Jamie&Jose;4748109199;5
1664;1664;;;Helps me know if it ’s a good day to go out with my asthma;4748109199;5
1665;1665;;;Thanks;4740081211;5
1666;1666;;;What a great resource .;4740081211;5
1667;1667;;;Useful local information;4736915941;5
1668;1668;;;Provides air quality updates from my neighborhood .;4736915941;5
1669;1669;;;Great App;4734987839;5
1670;1670;;;Very helpful when living in China;4734987839;5
1671;1671;;;Air visual;4730382672;5
1672;1672;;;Really helpful in planning my day !;4730382672;5
1673;1673;;;It shows if I ’ll have difficulty breathing and need to have an indoor day or if I can exercise outside .;4730382672;5
1674;1674;;;Tremendous help ! ! !;4728116113;5
1675;1675;;;I have to be very cautious before going outside for any work or activities .;4728116113;5
1676;1676;;;This application has made it a lot easier .;4728116113;5
1677;1677;;;Great app !;4727963441;5
1678;1678;;;I live in Kampala Uganda and the pollution levels are really high .   ;4727963441;5
1679;1679;;;The app helps me gauge my activities !;4727963441;5
1680;1680;;;Great app to check air quality;4726785645;5
1681;1681;;;I really like the app .;4726785645;5
1682;1682;;;Like you monitor air quality .;4726785645;5
1683;1683;;;Especially useful during fire season when smoke gets trapped in the Bay Area and you know to stay inside .;4726785645;5
1684;1684;;;iLike 😍;4726111250;5
1685;1685;;;Very good for monitoring your air quality & checking the ozone before going outside;4726111250;5
1686;1686;;;"; I use it every day ♦ ️";4726111250;5
1687;1687;;;Good morning all;4721627279;5
1688;1688;;;I watch this app daily to help me find ways to get through the day .;4721627279;5
1689;1689;;;A great resource esp during California wildfire season !;4720965784;5
1690;1690;;;I check this app regularly when there is a fire event happening within a 300 mile radius and it helps me to know when to carry my n95 air masks .;4720965784;5
1691;1691;;;I also check it obsessively to see when air has cleared up and it ’s safe to go outside and take a big whiff .;4720965784;5
1692;1692;;;Glad we found this;4714848037;5
1693;1693;;;We were dealing with smoke from wildfires on a recent trip .   ;4714848037;5
1694;1694;;;To make sure we did n’t go out for a walk when the air was unhealthy for someone with lung issues ( which my hubby has ) , I hunted for a good way to be sure .   ;4714848037;5
1695;1695;;;And this worked perfectly .   ;4714848037;5
1696;1696;;;I ’m now using it regularly at home , too .   ;4714848037;5
1697;1697;;;Also to check places for future travel .   ;4714848037;5
1698;1698;;;It ’s so easy to use .   ;4714848037;5
1699;1699;;;Works beautifully .   ;4714848037;5
1700;1700;;;Nice that it links to official air quality monitors , too !;4714848037;5
1701;1701;;;Very helpful;4705541780;5
1702;1702;;;When you have lung issues this is a very good app   to have;4705541780;5
1703;1703;;;Very useful app;4703071247;5
1704;1704;;;We really care about air quality in different cities around the world and this app is great for that .;4703071247;5
1705;1705;;;Very sad to see people in third world countries breathing horrible air .;4703071247;5
1706;1706;;;Alaska Wildfires;4700342101;5
1707;1707;;;This app is working great for us .;4700342101;5
1708;1708;;;We have been breathing in smoke all summer from the wildfires .;4700342101;5
1709;1709;;;The app has helped us plan our activities around the worst parts of the day .;4700342101;5
1710;1710;;;It tells us when the air quality is best during the day .;4700342101;5
1711;1711;;;It ’s a very helpful and informative app .;4700342101;5
1712;1712;;;Well done !;4700342101;5
1713;1713;;;The best application for our heath;4696848766;5
1714;1714;;;I open app everyday .;4696848766;5
1715;1715;;;At Laat;4687390038;5
1716;1716;;;... honest stats — at your fingertips !;4687390038;5
1717;1717;;;Very pleased to have this on my phone !;4687390038;5
1718;1718;;;Tough to beat !;4687185310;5
1719;1719;;;Recent fires have put this app to the test in Alaska .;4687185310;5
1720;1720;;;As someone with copd I depend on accurate air readings .;4687185310;5
1721;1721;;;This is my go- to measure .;4687185310;5
1722;1722;;;It works !;4687185310;5
1723;1723;;;Best app for Air Quality;4686126581;5
1724;1724;;;If you need to know what the air quality is any where in the world this apps for you .;4686126581;5
1725;1725;;;Great app;4684416379;5
1726;1726;;;Accurate and very helpful !;4684416379;5
1727;1727;;;Great for checking air quality;4682347498;5
1728;1728;;;We live in an area that has bad fires in late summer and early fall .;4682347498;5
1729;1729;;;It is great to have an app that can give instant information on air quality - thank you ! !;4682347498;5
1730;1730;;;Good to have this data;4682156377;5
1731;1731;;;I use this app often and also ask my students to download and use in my environmental science course .   ;4682156377;5
1732;1732;;;The data is super helpful and prompts lots of discussion about particulates and other air pollutants .;4682156377;5
1733;1733;;;Great app;4681631968;5
1734;1734;;;Great app;4681631968;5
1735;1735;;;Helpful;4679671954;5
1736;1736;;;I live in Los Angeles , and with all the pollution combined with all the recent wildfires , I had been getting really sick from the poor air quality .;4679671954;5
1737;1737;;;Now I know when to stay indoors , or when to run the AC and air purifier instead of opening the windows .;4679671954;5
1738;1738;;;Very Helpful;4677620992;5
1739;1739;;;So glad this app exists .;4677620992;5
1740;1740;;;Perfect app for needs;4669809941;5
1741;1741;;;This app has been useful with knowing how the air quality is outside .;4669809941;5
1742;1742;;;I like how easy it is to navigate and provides me with just enough information .;4669809941;5
1743;1743;;;Excellent & Informative;4667027232;5
1744;1744;;;Easy to setup and easy to use;4667027232;5
1745;1745;;;Windows open{closed };4657690533;5
1746;1746;;;Anything above 20 keeping the windows extra locked .;4657690533;5
1747;1747;;;Awesome app !;4647760552;5
1748;1748;;;Very helpful especially when you live in a heavy pollution area , thank you keep up the good work !;4647760552;5
1749;1749;;;Good;4645695066;5
1750;1750;;;Good performances !;4645695066;5
1751;1751;;;Dr. YMJ;4643895393;5
1752;1752;;;The app is extremely helpful , specially for people who do exercise outdoor .;4643895393;5
1753;1753;;;Check it before every run !;4643650485;5
1754;1754;;;Great app .;4643650485;5
1755;1755;;;Check it before every morning run !;4643650485;5
1756;1756;;;Shanghai professor;4643627216;5
1757;1757;;;The app is very useful and easy to use .;4643627216;5
1758;1758;;;Good;4635296179;5
1759;1759;;;very useful .;4635296179;5
1760;1760;;;I can see many info form this app .;4635296179;5
1761;1761;;;A modern necessity;4630975149;5
1762;1762;;;Between wildfires , industrial fires , and increased auto traffic , the air quality where I live has become problematic .   ;4630975149;5
1763;1763;;;The air quality app has become a best friend .   ;4630975149;5
1764;1764;;;I use it whenever I plan on outdoor activity .;4630975149;5
1765;1765;;;Very visual , does what it says;4628239635;5
1766;1766;;;I love the flexibility and clarity of the app .;4628239635;5
1767;1767;;;I live in California , and we were recently affected by some serious change in air quality ( nothing compared to the devastation of Paradise , of course ) .   ;4628239635;5
1768;1768;;;I ’m going to keep using it after this current crisis passes now that I ’m educated about the fact that air quality changes and can be measured .;4628239635;5
1769;1769;;;Air Quality IQ;4622866929;5
1770;1770;;;So nice to have one place to go to find air quality in numerous cities / areas .;4622866929;5
1771;1771;;;Great source of information;4622127557;5
1772;1772;;;Very helpful;4622127557;5
1773;1773;;;The go to for air pollution;4622065045;5
1774;1774;;;Love this app .;4622065045;5
1775;1775;;;Easy to use and clear information .;4622065045;5
1776;1776;;;Thank you;4622065045;5
1777;1777;;;Helps keep me well;4616226724;5
1778;1778;;;This is such a great site !;4616226724;5
1779;1779;;;If I am home I know whether to go out , stay in , or wear a mask .;4616226724;5
1780;1780;;;I particularly like that it alerts me to stay in if I am in the sensitive group .   ;4616226724;5
1781;1781;;;When I travel it even alerts me to how the air is in another city .   ;4616226724;5
1782;1782;;;I have allergies , asthma , and get tachycardias in certain conditions .;4616226724;5
1783;1783;;;The only thing that could put it over the top would be a forecast of the day ’s humidity .   ;4616226724;5
1784;1784;;;Thank you !;4616226724;5
1785;1785;;;Great;4614809548;5
1786;1786;;;Like the daily reminder function .;4614809548;5
1787;1787;;;So helpful;4607467336;5
1788;1788;;;Sometimes it looks amazing out side however the air can look good and still be poor .;4607467336;5
1789;1789;;;AirVisual takes away the guessing .;4607467336;5
1790;1790;;;Useful Information ! !;4606940609;5
1791;1791;;;Glad to have this !;4606940609;5
1792;1792;;;Great App;4605915518;5
1793;1793;;;I really like this app and all of the helpful features .;4605915518;5
1794;1794;;;Everything works well and the interface is intuitive .;4605915518;5
1795;1795;;;Excellent air quality app;4604283083;5
1796;1796;;;The coverage , map detail , alerts , and local info are amazing .;4604283083;5
1797;1797;;;Great job .;4604283083;5
1798;1798;;;Highly recommend;4602305402;5
1799;1799;;;Great air quality app .   ;4602305402;5
1800;1800;;;Fun interface .;4602305402;5
1801;1801;;;Surprisingly accurate forecasts .;4602305402;5
1802;1802;;;Excellent App;4600647107;5
1803;1803;;;Very helpful to help manage my family ’s health .;4600647107;5
1804;1804;;;Easy to use and draws on PurpleAir.com which is a major plus;4600647107;5
1805;1805;;;California n’t live without it .;4597810172;5
1806;1806;;;California n’t live without it;4597810172;5
1807;1807;;;Does a good job;4597242123;5
1808;1808;;;A nice application that does what it claims to do .   ;4597242123;5
1809;1809;;;California n’t ask for much more .;4597242123;5
1810;1810;;;Helpful;4592120427;5
1811;1811;;;Super helpful app especially when there are wildfires in the region .;4592120427;5
1812;1812;;;The amount of air quality stations linked with the app makes it nicely localized .;4592120427;5
1813;1813;;;Excellent easy to use;4591331653;5
1814;1814;;;Clean , user - friendly interface .;4591331653;5
1815;1815;;;It offers two industry standard ways of measuring air - quality .;4591331653;5
1816;1816;;;Asset;4591074249;5
1817;1817;;;The app is a definite go - to when our air quality even starts looking like it ’s deteriorating .;4591074249;5
1818;1818;;;Very useful app;4590882351;5
1819;1819;;;Helpful to know when to limit exposure to outdoors for those of us with sensitivity to air quality .;4590882351;5
1820;1820;;;It also helps me to better understand my poor sleep pattern due to poor air quality .;4590882351;5
1821;1821;;;Great app;4589712425;5
1822;1822;;;Easy to understand , this app has helped me stay safe from harmful airborne pollutants in SE Asia .;4589712425;5
1823;1823;;;The scientific data is available to support the apps readings ,;4589712425;5
1824;1824;;;but it ’s also very easy to interpret in a flash .;4589712425;5
1825;1825;;;Highly recommend .;4589712425;5
1826;1826;;;NonaCalm;4587043187;5
1827;1827;;;Great !;4587043187;5
1828;1828;;;Very helpful;4584516704;5
1829;1829;;;Great app for travel and health;4584516704;5
1830;1830;;;Easy to use;4583517696;5
1831;1831;;;App opens quickly , shows relevant information , and allows easily for more detailed data;4583517696;5
1832;1832;;;Accurate and helpful;4582982942;5
1833;1833;;;Very accurate and helpful to know how the air is outside .;4582982942;5
1834;1834;;;Satisfaction rate;4581766969;5
1835;1835;;;Thank you for you app   I think this is best way to know about pollution and weather situation around the word , thanks again 🌺;4581766969;5
1836;1836;;;Handy ap;4578463680;5
1837;1837;;;I have lung problems and I travel around the state for work so it ’s very handy for me to check the air quality where I ’m going .;4578463680;5
1838;1838;;;This app is simple and convenient .;4578463680;5
1839;1839;;;I do wish that I could delete locations that I do n’t use or when I ’m done with them .;4578463680;5
1840;1840;;;Like the predictions;4578031612;5
1841;1841;;;Much better than the EPA app .;4578031612;5
1842;1842;;;Always has the info I need;4578031612;5
1843;1843;;;QwanHo;4577209530;5
1844;1844;;;Great app ! !;4577209530;5
1845;1845;;;Terrific App;4577064672;5
1846;1846;;;I have asthma and I use this app to help me plan my days .;4577064672;5
1847;1847;;;It allows me to see what the air quality is so I can make educated decisions about my day and work .;4577064672;5
1848;1848;;;Being an avid cyclist it also tells me when I need to hook the bike up to the trainer instead of going outside .;4577064672;5
1849;1849;;;Managing my asthma is much easier with this app .;4577064672;5
1850;1850;;;Great !;4574354713;5
1851;1851;;;It really helps !;4574354713;5
1852;1852;;;Useful;4574111349;5
1853;1853;;;Helps to know air quality both at home and when planning for hiking in the mountains during fire season .;4574111349;5
1854;1854;;;Very useful air monitoring app;4570880874;5
1855;1855;;;We live in Ho Chi Minh City with 2 little kids that like to play outdoors .;4570880874;5
1856;1856;;;The app helps us to decide when kids better play inside and when to turn up our air filters at home .;4570880874;5
1857;1857;;;Awesome ! ! I can plan my week ahead ! !;4568887820;5
1858;1858;;;I know when I have to take allergy meds !;4568887820;5
1859;1859;;;👍 🏼;4568887820;5
1860;1860;;;Helpful;4568419785;5
1861;1861;;;Using to time my walks;4568419785;5
1862;1862;;;Peace of mind;4566611703;5
1863;1863;;;Knowing what days are clear and better for outdoor activities gives me peace of mind and the ability to relax and enjoy nature .;4566611703;5
1864;1864;;;A truly useful and necessary app;4564685206;5
1865;1865;;;Thank you !;4564685206;5
1866;1866;;;Wish we did n’t need this app ...;4562110348;5
1867;1867;;;...;4562110348;5
1868;1868;;;but August in Oregon is wildfire season .;4562110348;5
1869;1869;;;This app helps us make the best of a smoky situation .;4562110348;5
1870;1870;;;Recommended;4560135885;5
1871;1871;;;Very useful app;4560135885;5
1872;1872;;;Thanks for the app;4558421738;5
1873;1873;;;Glad I have this as an option to check air quality , especially during fire season .;4558421738;5
1874;1874;;;Manda541;4551358626;5
1875;1875;;;This app is extremely helpful , especially with all the smoke from the forest fires .;4551358626;5
1876;1876;;;I feel more confident when I choose to let my two babies go outside to play ....;4551358626;5
1877;1877;;;and some days we wo n’t even run errands because I do n’t want them outside;4551358626;5
1878;1878;;;AT ALL when the air quality is reading 300 ( or even 150 ... ) .;4551358626;5
1879;1879;;;Easy for planning trips based on smoke;4547265276;5
1880;1880;;;It ’s great to be able to easily plan on going outside or for trips with the quick look to the phone;4547265276;5
1881;1881;;;Using for youth work crew;4546194320;5
1882;1882;;;I am using this app to help me stay aware of air conditions , I manage 3 youth work crews who work outdoors for 8 weeks of the summer .;4546194320;5
1883;1883;;;This is great !;4546194320;5
1884;1884;;;Great app !;4545909171;5
1885;1885;;;I have asthma and love to golf .;4545909171;5
1886;1886;;;This app is a savior !;4545909171;5
1887;1887;;;Very helpful tool for the times;4544683953;5
1888;1888;;;I am so grateful that this exists .;4544683953;5
1889;1889;;;It is so hard to deal with all the wildfires and smoke on the west coast and this app really helps know when it ’s ok to go outside , whether to use a mask , etc .;4544683953;5
1890;1890;;;Amazing;4544151905;5
1891;1891;;;Accurate on time helpful with myself and my wife;4544151905;5
1892;1892;;;Air quality;4542089785;5
1893;1893;;;I love it !;4542089785;5
1894;1894;;;This app makes me breathe more better and it makes me more healthier ..;4542089785;5
1895;1895;;;thanks !;4542089785;5
1896;1896;;;Mr. director;4539783007;5
1897;1897;;;Very easy and accurate to use;4539783007;5
1898;1898;;;Helpful;4534246443;5
1899;1899;;;I have a sister with asthma that relies on this app during forest fire season as well as during spring and fall .;4534246443;5
1900;1900;;;Does the job well and the visuals are clear and easy to understand .;4534246443;5
1901;1901;;;A tool to survive OR summers;4533386593;5
1902;1902;;;Great site .;4533386593;5
1903;1903;;;If you live in an area with summer wildfires like Oregon , this is a great resource !;4533386593;5
1904;1904;;;Fantastic App;4532892260;5
1905;1905;;;I have severe breathing problems so it lets me know the air quality before I go outside .;4532892260;5
1906;1906;;;State of mind;4531822333;5
1907;1907;;;This app has been crucial past two summers in determining if we can be outside .;4531822333;5
1908;1908;;;Wildfires bring so much smoke;4531822333;5
1909;1909;;;but sometimes when you get used to it you assume the air quality is okay and this tool helps you decide what ’s right .;4531822333;5
1910;1910;;;Air Quality;4527017643;5
1911;1911;;;This is an excellent app .;4527017643;5
1912;1912;;;for a local air quality source .   ;4527017643;5
1913;1913;;;I check this daily before my daily walks .;4527017643;5
1914;1914;;;Good information;4526769601;5
1915;1915;;;Helps plan when to go outside .;4526769601;5
1916;1916;;;Just wish it updated more frequently ,   sometimes it is several hours behind .    ;4526769601;5
1917;1917;;;And , my local station has not been updated for two days .;4526769601;5
1918;1918;;;Potential Lifesaver;4525953569;5
1919;1919;;;It is only just beginning to seep into the public domain how catastrophically harmful poor quality air can be .;4525953569;5
1920;1920;;;It can irritate you , hurt your head and your heart , kill you or cause dementia .;4525953569;5
1921;1921;;;Checking air quality before engaging in outdoor work is vital especially in summer months .;4525953569;5
1922;1922;;;This is a simple;4525953569;5
1923;1923;;;but well - designed app that will display pollution levels and warnings for whichever monitoring stations you select .;4525953569;5
1924;1924;;;It can also provide notifications of changes in air quality .;4525953569;5
1925;1925;;;"I have not yet come across intrusive tracking , data collection or advertising ; it 's not necessary to create an account to use it .";4525953569;5
1926;1926;;;I check it before working outside just as I check the ( standard ) weather forecast .;4525953569;5
1927;1927;;;Perhaps if we use products like these we 'll come to see how we are , without exaggeration , poisoning ourselves .   ;4525953569;5
1928;1928;;;Highly recommended .;4525953569;5
1929;1929;;;Air visual;4522461160;5
1930;1930;;;Great app allows you to plan your day or evening .;4522461160;5
1931;1931;;;I recommend it to all;4522461160;5
1932;1932;;;great app and data;4519943983;5
1933;1933;;;Best app   and data;4519943983;5
1934;1934;;;Clean air;4517466846;5
1935;1935;;;It ’s important and this app helps you know how healthy it is to be outside .;4517466846;5
1936;1936;;;Very useful and informative app;4515370617;5
1937;1937;;;Very useful and informative app .;4515370617;5
1938;1938;;;Easy to use;4515370617;5
1939;1939;;;Great !;4495404019;5
1940;1940;;;Straightforward app and helpful to see if it is safe to go outside;4495404019;5
1941;1941;;;but could be better by adding more locations;4495404019;5
1942;1942;;;Ja575;4493242192;5
1943;1943;;;Great !;4493242192;5
1944;1944;;;Breathing easy;4492650879;5
1945;1945;;;Thank you for our reports , living in California we know smog is high ,;4492650879;5
1946;1946;;;but the fires are the real issue .   ;4492650879;5
1947;1947;;;This increases awareness and hopefully we can get more trees planted .;4492650879;5
1948;1948;;;Amazing for aq when I 'm going places;4492620361;5
1949;1949;;;So before I go to some places I use this app for checking the air quality of the place imma go .;4492620361;5
1950;1950;;;And if it 's good I go there and if not I wait another time;4492620361;5
1951;1951;;;Literally saving my life and helping me convince others that the Air Quality is important;4475381861;5
1952;1952;;;So beautiful and well designed and easy to use and understand it ’s actually causing behavior changes in my life .   ;4475381861;5
1953;1953;;;I ca n’t immediately control the environment;4475381861;5
1954;1954;;;but I can plan for the toxic crises that is the air quality in which I find myself .;4475381861;5
1955;1955;;;Great app !;4463970803;5
1956;1956;;;Very unique and informative;4463970803;5
1957;1957;;;Actionable notifications;4454558897;5
1958;1958;;;Much more accurate than the other 3 devices I ’ve tried and the app does things like tell me its a good time to open my windows !;4454558897;5
1959;1959;;;I ’ve had allergies for 15 years and it ’s;4454558897;5
1960;1960;;;like I have a new friend watching my back when I want some fresh air : );4454558897;5
1961;1961;;;Great app;4452060772;5
1962;1962;;;Great app ! !;4452060772;5
1963;1963;;;Very good App;4443349557;5
1964;1964;;;I love the app so much .;4443349557;5
1965;1965;;;I been using it almost everyday .;4443349557;5
1966;1966;;;Useful at home or traveling;4440641894;5
1967;1967;;;I ’ve used this when traveling in China and it helped me know when a mask was needed .;4440641894;5
1968;1968;;;Young children;4439613143;5
1969;1969;;;I am a nanny and I work with a one year old and it is so important to me and his family that he is not outside when the air is bad .;4439613143;5
1970;1970;;;The day after the fourth of July , the air had a blue glow to it , turns out the air was rated at 177 ! !;4439613143;5
1971;1971;;;Worse then I have ever seen .;4439613143;5
1972;1972;;;Thanks to this app I know when to play indoors;4439613143;5
1973;1973;;;Great Air Quality App;4439383179;5
1974;1974;;;Helps find out if the air is good for breathing;4439383179;5
1975;1975;;;So helpful and useful;4438878384;5
1976;1976;;;I use it every day in Los Angeles;4438878384;5
1977;1977;;;Important !;4435488019;5
1978;1978;;;Really helpful app especially in areas where wildfires and pollution are common .   ;4435488019;5
1979;1979;;;Helps me know when to turn on the HEPA filter .;4435488019;5
1980;1980;;;Very helpful !;4430884622;5
1981;1981;;;Now this is one of my favorite Apps to lookup before leaving home !;4430884622;5
1982;1982;;;Very accurate and helpful !;4430884622;5
1983;1983;;;Thank you !;4430884622;5
1984;1984;;;Quadruple D;4426671219;5
1985;1985;;;Really great app ! ! ! ! ! !;4426671219;5
1986;1986;;;Love the graphics;4422952533;5
1987;1987;;;The graphics and color coding are great .;4422952533;5
1988;1988;;;Air Quality;4420297748;5
1989;1989;;;Very informative .;4420297748;5
1990;1990;;;Very intuitive;4417274831;5
1991;1991;;;Good app;4417274831;5
1992;1992;;;Informative and Helpful Info;4416877375;5
1993;1993;;;During the last week of July and four weeks in August this app helped immensely in planning out my schedule for when I could be outside as I suffer from respiratory issues from being an ex - smoker !   ;4416877375;5
1994;1994;;;I highly recommend it ’s use for anyone .;4416877375;5
1995;1995;;;Air;4412503409;5
1996;1996;;;Great App !;4412503409;5
1997;1997;;;Especially with the dense smoke in the Seattle area !;4412503409;5
1998;1998;;;Mr. T;4406802871;5
1999;1999;;;I use this app to see what is the best time to go out for a walk .;4406802871;5
2000;2000;;;So easy;4398465975;5
2001;2001;;;Could not be easier;4398465975;5
2002;2002;;;Nice to know if air is good or bad in your location on planet earth .;4397680665;5
2003;2003;;;Great app to give you local and international air quality readings .;4397680665;5
2004;2004;;;Good app for monitoring pollution ( esp . in China );4389889366;5
2005;2005;;;I have tried various apps for monitoring air pollution .;4389889366;5
2006;2006;;;Some apps can provide a more detailed pollution prediction;4389889366;5
2007;2007;;;but this app can do everything to quite a good standard .   ;4389889366;5
2008;2008;;;This app has been particularly useful for me when living in China .;4389889366;5
2009;2009;;;Where some apps can get blocked or take ageees to load .;4389889366;5
2010;2010;;;This app has worked seamlessly in China and has always seemed to give ratings that are reliable .;4389889366;5
2011;2011;;;Overall , 5 stars .;4389889366;5
2012;2012;;;Air Fresh;4379917449;5
2013;2013;;;Very timely and informative !;4379917449;5
2014;2014;;;I recommend this app to anyone who wants to know the air quality of wherever they plan to visit .;4379917449;5
2015;2015;;;Valuable App;4377006071;5
