;review_id;rating;title;review_date;user_name;review;response_id;dev_response;response_date;lang-r
51;3932267750;1;app for your health;2019-03-27T09:12:05Z;hansemcito;"i actually really like this app and will change this one star rating once plume can fix a serious problem. starting a few weeks ago, this app no longer reports accurate information. the data it gets is out of date and late gets updated. it lags far far behind real-time air quality posting. i can look in the sky here in seoul to easily confirm this. 
plume labs, please find out why this is happening and fix this. we need apps like this to protect our health!";;;;en
54;3726110273;1;Unreliable;2019-02-02T23:23:08Z;StefanR0;"The scale of the AQI plot doesn't match with the AQI numbers, and the AQI numbers themselves are untrustworthy since they don't match with any other app's results. This app can't be used since one cannot trust the values displayed.
Bugs were reported to the developer a month ago, no update so far.";;;;en
29;3560686334;1;Do not trust this app!;2018-12-22T20:18:05Z;Mst1234;I used it while traveling in Eastern Europe which is notorious for air pollution especially during the winter. This app said the aqi in Sofia was the same level as New York which is a joke. The data also did not agree with several other more reliable sources which I checked online. Because of the app, I went outside when the pm 2.5 aqi was in hazardous, near 400 territory. It’s very dangerous to trust this app!;;;;en
25;3459984411;1;UNINSTALLING;2018-11-25T19:47:29Z;kenslovee;This app is a croc of sh** it kept saying the air quality was “high” and then it said “very high” so I look on 4 other websites and the air quality is actually “good” and “fair” in the green . This app is very unreliable very inaccurate and therefore useless. I’m uninstalling! Thanks for the FAKE news I kept my baby indoors the whole day because of your lies on this app claiming the air was “extremely high” wow ! Thank you for ruining my day uninstall this app is very INACCURATE AND WRONG;;;;en
125;3433853283;1;AQI is regularly wrong;2018-11-18T23:40:23Z;TER00000;The AQI is consistently reading 50-100 points below other apps/sites. The app says it’s ok to bike and eat outside even though there is visible smoke in the air and other sites are reading 150+ AQI for particles.;;;;en
84;3410487864;1;Does not match official AQI;2018-11-12T17:23:37Z;the ayatolla of rock and rolla;This app does not match the official AQI . It is always off by quite a few points;;;;en
14;3214240298;1;Inaccurate information;2018-09-21T16:30:46Z;harms4eva;I live in LA and every time Ilook at the Plume app and check humidity, it is way different than the humidity my weather app boasts, and I have trouble believing the Plume App, because it says it is 89%-96% humidity here and I don’t believe that is the humidity.  The temperature is also usually different.  If the temperature and humidity are incorrect, how am I to believe the PAQI measurements?  I cannot find a way to contact Plume, even clicking on App Support in the App Store just links me to the Plume Labs website, which has no phone or e-mail available.;;;;en
83;3131412257;1;Lousy app;2018-08-30T04:20:58Z;675239986;Don't waste your time with this inaccurate app;;;;en
67;3092416269;1;Not accurate with other reliable sources;2018-08-20T22:34:18Z;qywieirbd;I checked this app against other reliable government sources and it was consistently inaccurate by large margins. The app functions great but is not a good source unfortunately.;4794451.0;Hi there! Thanks so much for your review! I'd be grateful if you could reach out via email to support@plumelabs.com to let us know which city you are referring to. I'd be more than happy to look into any discrepancies if you provide me with some more information. Forecasting air quality is a difficult and complex task, and our team of data and atmospheric scientists are always working to improve our in-app readings. Any help you can give us to highlight these discrepancies is greatly appreciated. All the best, Joe for Plume.;2018-08-24T10:29:37Z;en
44;3078629996;1;Does not provide accurate data;2018-08-17T19:08:46Z;SamStone1960;I’ve watched this app with increasing concern as the air here in Seattle has become the worst ever in our area due to this years wildfires. This app has consistently shown wildly incorrect data. I have a son with spastic quadriplegic cerebral palsy. Apps like this kill people like him. If you are health impaired or simply care about your health, DO NOT USE THIS APP.;4794504.0;Hi there, thanks so much for your review and my sincere apologies that your experience with the app has not been up to scratch. I'd be more than happy to look into any perceived inconsistencies if you could please get in touch with support@plumelabs.com. Forecasting air pollution, especially due to extreme events such as wildfires, is a difficult and complex task. We are working hard to improve our forecasting methods but mistakes can still be made. We rely on our users to help us highlight any problems so we can address them as quickly as possible. Once again, I'm sorry that our app has not met your expectations, and I look forward to hearing more information from you to help us fix any possible problems. All best wishes, Joe for Plume.;2018-08-24T10:34:53Z;en
75;2152321701;1;Totally disappointing;2018-02-01T06:04:32Z;Hamidjamali;I live in Tehran and the information given by this app in my area are totally inaccurate. I don’t recommend this app;2470541.0;Hi there! Thanks for your review, it's so important to us to get feedback from our users! I'd be grateful if you could provide me with some more information about the situation you describe. Would you be able to email support@plumelabs.com with a screencap of the data in question? I'd be happy to forward this on to our data team and help ease any worries you have. Looking forward to your email! All best wishes, Joe for Plume.;2018-02-01T17:13:41Z;en
72;1994362354;1;Can’t trust data;2017-12-14T00:09:36Z;Kate in Camarillo;The humidity is reported in the app at 46%, but the verified humidity is less than 10%. If this basic data is so far off, how can I possibly trust the other data?;2028098.0;Hi there! Thanks so much for your feedback. I'd be more than happy to answer any questions you have about our data, and look into the humidity bug you described. Would you be able to let me know which city you are discussing by sending an email to support@plumelabs.com please? Thanks so much in advance. All best wishes, Joe for Plume.;2017-12-14T10:05:26Z;en
77;1967205285;1;Slow;2017-12-03T12:02:33Z;WWest1974;The latest update has basically rendered my app useless. Waaaay to slow to use now. Update pls?;1917145.0;Hi there! Thanks so much for your review and your feedback. Would you please be able to send through a little more information about the specific problems you are experiencing? If you send me an email including the model of your iPhone and your version of iOS, I'll discuss this with the dev team and get back to you asap. I'm reachable at team@plumelabs.com. Thanks again! Joe, for Plume Labs.;2017-12-04T11:23:46Z;en
43;1945468463;1;Used to be great;2017-11-24T15:14:16Z;Hacked Account;"Why do I all of a sudden have to create an account to use this? Worked great until I updated, now you want to mine my data and save it in a database? To what end? Why weren’t my previous settings maintained as I updated? Think I’ll delete this.

Also, my user name is not “Hacked Account”. Not a bot - this is real feedback.";;;;en
115;1282718171;1;Zero data for Austin? really?;2015-11-06T12:44:36Z;Shaktiboi;"Looks like a nice interface but says ""no recent data"". For Austin, TX, the live allergy capital of the world? I don't think so; Austinites are obsessed with pollen and mold counts, which are available year round through other sources.";;;;en
104;1264412663;1;Inaccurate;2015-09-29T11:40:32Z;Wash DC20009;This App does not have good data and is inaccurate. I live in DC and downloaded this App a week ago. In that time, this App has told me that DC's particulate pollution is at the very highest levels at times (above 300 or above 600, for example). Other times, it tells me DC's pollution is zero particles. The bottom line is that it's not a reliable App and has inaccurate data underlying its results.;;;;en
114;1258985406;1;Unrealiable;2015-09-18T02:00:52Z;Asthma bro;Downloaded this app to help with my asthma. First it took forever to load and was a hassle to find my city. The interface wasn't clear and I had no idea what the different faces meant beyond a general description.;;;;en
117;1258985173;1;Not good.;2015-09-18T02:00:12Z;GreenFreak1994;Poor USer experience and USer interface. Not really informational or good. Time spent downloading this app would be better spent going online and looking at your local news app.;;;;en
106;1258821573;1;Doesn't work;2015-09-17T17:20:48Z;amadigan;"First it asked to display notifications, then it wanted Facebook access. When I refused that it made me select my city rather than detecting my location. Then it just froze on a screen that said ""Plume Labs Air Report San Francisco"".

It's either buggy or it's just intended to collect personal information. Uninstalling...";;;;en
