,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
392,1358,5105293524,5,Useful travel advisory,2019-11-08T15:39:40Z,vj mercer,Helps me plan for my travel around the world.,,,,en,Useful travel advisory,Helps me plan for my travel around the world .
393,1147,5105179639,5,peace of mind!,2019-11-08T15:19:28Z,Laphyn,It’s reassuring and empowering to be able to know the air quality wherever I am!,,,,en,peace of mind !,It ’s reassuring and empowering to be able to know the air quality wherever I am !
394,310,5104384753,5,Does exactly as described: gives detailed info on air quality anywhere I am,2019-11-08T13:03:31Z,SpiritusLibera,"I live in Ulaanbaatar, Mongolia, which is behind only China and India in terms of air pollution and so far AirVisual is the only application that specifically states what sources they use to display AQI. I use it every time I go out to check if I need to wear a respirator mask.",,,,en,Does exactly as described : gives detailed info on air quality anywhere I am,"I live in Ulaanbaatar , Mongolia , which is behind only China and India in terms of air pollution and so far AirVisual is the only application that specifically states what sources they use to display Air Quality Index . I use it every time I go out to check if I need to wear a respirator mask ."
395,853,5102115344,5,I love it.,2019-11-08T05:05:56Z,libbyrapple2,"Rely on it every day through fire season. I’m so used to have the information now, I can’t imagine not.",,,,en,I love it .,"Rely on it every day through fire season . I ’m so used to have the information now , I ca n’t imagine not ."
396,1386,5100546491,5,Nice,2019-11-07T21:36:20Z,Sickofpaying4garbage,Accurate information.,,,,en,Nice,Accurate information .
397,1587,5100151081,5,My daily go to app,2019-11-07T19:32:34Z,Serve Chilled,Very useful and helps me daily,,,,en,My daily go to app,Very useful and helps me daily
398,2365,5098614511,5,Good app,2019-11-07T12:51:32Z,qumruzzaman,Very effective app!!,,,,en,Good app,Very effective app ! !
399,520,5097480019,5,Great!,2019-11-07T07:59:12Z,Arian M,A Really helpful app with a clean and intuitive user interface but the fluidity of scrolling through the map could be better!,,,,en,Great !,A Really helpful app with a clean and intuitive user interface but the fluidity of scrolling through the map could be better !
400,1251,5095213414,5,Unique and correct .,2019-11-06T20:27:08Z,abdulatm,"Quality and accuracy. 
I’m more careful about going out .",,,,en,Unique and correct .,"Quality and accuracy . 
 I ’m more careful about going out ."
401,1537,5094794140,5,Very Useful,2019-11-06T18:13:05Z,dinabae210,"Because of this app, i wear an air mask now. Breathing better hopefully",,,,en,Very Useful,"Because of this app , i wear an air mask now . Breathing better hopefully"
402,2333,5094260746,5,Helpful app!,2019-11-06T15:18:08Z,Charlene in Mexico,Very helpful!,,,,en,Helpful app !,Very helpful !
403,367,5094222366,5,Smoke after fires,2019-11-06T15:06:43Z,Lovecleanair,"After the recent fires in the Bay Area I have found the AirVisual App a real help.
No matter where you travel to it gives you up to the minute readings. The numbers and the man’s face & expressions tell it all.",,,,en,Smoke after fires,"After the recent fires in the Bay Area I have found the AirVisual App a real help . 
 No matter where you travel to it gives you up to the minute readings . The numbers and the man ’s face & expressions tell it all ."
404,1456,5094020587,5,Essential App in India!,2019-11-06T14:11:28Z,stjung79,This app is really helpful to check the quality of air!,,,,en,Essential App in India !,This app is really helpful to check the quality of air !
405,503,5093398169,5,Amazing app,2019-11-06T11:26:53Z,Serbian83,Convenient to use. During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gonna last. 5 stars from me,,,,en,Amazing app,Convenient to use . During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gon na last . 5 stars from me
406,2334,5092952835,5,Very good,2019-11-06T09:14:09Z,hasanfm,Very useful,,,,en,Very good,Very useful
407,2540,5092685536,5,good!,2019-11-06T07:52:17Z,Vitamjn,thanks you!,,,,en,good !,thanks you !
408,1387,5092371153,5,Very accurate and helpful,2019-11-06T06:03:58Z,Rivkahleh,Very accurate and helpful,,,,en,Very accurate and helpful,Very accurate and helpful
409,713,5091726152,5,Very insightful,2019-11-06T02:00:39Z,tigerxak,I view this app daily. It really helps you to assess if you should leave the windows at home open or not.,,,,en,Very insightful,I view this app daily . It really helps you to assess if you should leave the windows at home open or not .
410,1008,5091070557,5,Useful,2019-11-05T21:27:24Z,michemore,I like how specific the app is and it helps me avoid certain locations.,,,,en,Useful,I like how specific the app is and it helps me avoid certain locations .
411,714,5087094027,5,Wonderful,2019-11-05T00:07:37Z,mymgb,I am a weather freak and this app adds to my arsenal. I love having a Apple Watch complication for quick temps on several locations,,,,en,Wonderful,I am a weather freak and this app adds to my arsenal . I love having a Apple Watch complication for quick temps on several locations
412,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,Helpful and Interesting,"Very impressed with this app .   The local information is very useful and the worldwide information is interesting and motivational .   But before I buy a noisy air filter , I ’ll be buying more air - cleaning trees and plants ( like the Areca Palm , Dracaena & Chinese evergreens , etc . ) for both indoors and outside .   The world needs trees ."
413,1588,5083211579,5,Clean air or not,2019-11-04T05:10:11Z,Ladywino,Helps with smoke from fire we’re in.,,,,en,Clean air or not,Helps with smoke from fire we ’re in .
414,921,5080807136,5,Clean Air is Important!,2019-11-03T18:26:25Z,Nuismer,Clean air is important & this app allows me to make sure the air I am breathing is of good quality! Updates & forecasts are helpful,,,,en,Clean Air is Important !,Clean air is important & this app allows me to make sure the air I am breathing is of good quality ! Updates & forecasts are helpful
415,1511,5080750730,5,Good Resource,2019-11-03T18:16:13Z,Nanastessie,I live in Sonoma County with the recent Kincade Fire this app has been a valuable tool in evaluating the air.,,,,en,Good Resource,I live in Sonoma County with the recent Kincade Fire this app has been a valuable tool in evaluating the air .
416,1513,5080730515,5,Cali fires,2019-11-03T18:11:27Z,countyofaitchison ,On point - especially with the toxic air quality due to the recent fires in California.,,,,en,California fires,On point - especially with the toxic air quality due to the recent fires in California .
417,1065,5079475025,5,Air visual,2019-11-03T14:05:09Z,rocketjohnn,Great app for air quality and you can check multiple places.,,,,en,Air visual,Great app for air quality and you can check multiple places .
418,904,5077488138,5,Very useful,2019-11-03T07:07:10Z,Darian Thein,Amazing app. I’m doing regular exercise everyday and this great app helps me a lot. 5 stars isn’t enough. I’ll give 10 stars.,,,,en,Very useful,Amazing app . I ’m doing regular exercise everyday and this great app helps me a lot . 5 stars is n’t enough . I ’ll give 10 stars .
419,191,5072203591,5,Great heads up,2019-11-02T16:20:14Z,698945,My kids both have respiratory issues and this is a great tool to help us know when it is and is not going to be safe for them to enjoy a lot of typical kid stuff in a particular area we may be visiting or near our home.,,,,en,Great heads up,My kids both have respiratory issues and this is a great tool to help us know when it is and is not going to be safe for them to enjoy a lot of typical kid stuff in a particular area we may be visiting or near our home .
420,1180,5064508720,5,Useful,2019-11-01T21:28:45Z,TonySalazar,Protect your lungs!  You only have two!  I appreciate the app and product.,,,,en,Useful,Protect your lungs !   You only have two !   I appreciate the app and product .
421,521,5061570647,5,Great to rate air quality as traveling or trying to decide when to turn on air purifier,2019-11-01T13:47:37Z,linsho,Great app to examine world in reference to location and watch changes during wildfire.,,,,en,Great to rate air quality as traveling or trying to decide when to turn on air purifier,Great app to examine world in reference to location and watch changes during wildfire .
422,1608,5061364291,5,Air quality at a glance!,2019-11-01T13:13:28Z,BaconzBitz,I know before I go,,,,en,Air quality at a glance !,I know before I go
423,2001,5061311268,5,Great app,2019-11-01T13:04:12Z,timmoore8,Does exactly what I want it to,,,,en,Great app,Does exactly what I want it to
424,613,5057857749,5,This is awesome,2019-10-31T23:21:18Z,hellenscott,I love being able to see the 7 day forecast and the ability to check any city in the world.,,,,en,This is awesome,I love being able to see the 7 day forecast and the ability to check any city in the world .
425,2029,5057445429,5,Tennis,2019-10-31T21:03:42Z,tennisml,Great to see if the air is healthy to play in,,,,en,Tennis,Great to see if the air is healthy to play in
426,1538,5056654007,5,Super helpful,2019-10-31T17:40:03Z,Lola90Baby,"Sad that I need this, but it’s really helpful to see the numbers.",,,,en,Super helpful,"Sad that I need this , but it ’s really helpful to see the numbers ."
427,504,5056644373,5,My new obsession,2019-10-31T17:37:26Z,Kookdoggs,This app is easy to use but you can go deeper as you desire. Been using it on the hour to plan our day/travels/etc especially as the fires rage on here in California.,,,,en,My new obsession,This app is easy to use but you can go deeper as you desire . Been using it on the hour to plan our day / travels / etc especially as the fires rage on here in California .
428,343,5055950984,5,Very helpful,2019-10-31T14:34:12Z,"A&-47,9","Enables me to see the air quality where I am and anywhere I might be going. I appreciate the notifications of daily air quality, and the forecast so I can try to plan ahead.",,,,en,Very helpful,"Enables me to see the air quality where I am and anywhere I might be going . I appreciate the notifications of daily air quality , and the forecast so I can try to plan ahead ."
429,922,5054133156,5,couldn’t get on with my day without it,2019-10-31T05:48:35Z,Lololatepi,"i have respiratory issues this app has been so helpful in allowing me to plan my day and week even! i travel all over the bay area and so, it is helpful to be reminded to always be prepared with my vog mask in hand. sadly this is our new reality, but i’m happy to be able to navigate it a lil easier with air visual",,,,en,could n’t get on with my day without it,"i have respiratory issues this app has been so helpful in allowing me to plan my day and week even ! i travel all over the bay area and so , it is helpful to be reminded to always be prepared with my vog mask in hand . sadly this is our new reality , but i ’m happy to be able to navigate it a lil easier with air visual"
430,75,5053912258,5,Very helpful,2019-10-31T04:22:49Z,Crlcrcrn,We’re in the Bay Area and are using this app to help plan when we have windows open and when to close them based on the info on the smoke from all the fires. It also helps because our kids ride their bikes to school.,,,,en,Very helpful,We ’re in the Bay Area and are using this app to help plan when we have windows open and when to close them based on the info on the smoke from all the fires . It also helps because our kids ride their bikes to school .
431,641,5053910628,5,Very useful during fire season,2019-10-31T04:22:03Z,RozC256,This has been very useful and accurate. I recommend it to all of my friends.,,,,en,Very useful during fire season,This has been very useful and accurate . I recommend it to all of my friends .
432,2039,5053532537,5,Love AirVisual,2019-10-31T01:57:53Z,deep breather,I look at airvisual to plan my day . Really important .,,,,en,Love AirVisual,I look at airvisual to plan my day . Really important .
433,686,5053435609,5,"Great app, easy to use & useful info during wildfires",2019-10-31T01:26:09Z,CurtOak,"With the yearly large wild fires in California, this app has been such a big help to avoid being outside in hazardous air :/",,,,en,"Great app , easy to use & useful info during wildfires","With the yearly large wild fires in California , this app has been such a big help to avoid being outside in hazardous air :/"
434,2211,5053225641,5,Thank you!!!,2019-10-31T00:17:33Z,Janefilms,Super duper helpful and precise.,,,,en,Thank you ! ! !,Super duper helpful and precise .
435,1734,5052661462,5,Perfect,2019-10-30T21:24:53Z,daddioja,Easy to use and helpful.,,,,en,Perfect,Easy to use and helpful .
436,334,5052175326,5,A sigh of relief,2019-10-30T19:17:23Z,BethSeto,Knowing the details of the air quality and weather in various places has been a real relief during this fire season in California. The display is easy to understand and the app is easy to navigate.,,,,en,A sigh of relief,Knowing the details of the air quality and weather in various places has been a real relief during this fire season in California . The display is easy to understand and the app is easy to navigate .
437,391,5051265615,5,Helpful app,2019-10-30T15:57:22Z,JRD 415,I live in California and with all the fires going on the last few years this app has been so helpful to keep track of the air quality in our area.,,,,en,Helpful app,I live in California and with all the fires going on the last few years this app has been so helpful to keep track of the air quality in our area .
438,1252,5051237414,5,Awesome and easy,2019-10-30T15:47:19Z,star_arts,It isn’t complicated and is very accurate,,,,en,Awesome and easy,It is n’t complicated and is very accurate
439,827,5051208471,5,Great for emergencies,2019-10-30T15:37:16Z,Marinite2020,"Helps me plan around fire season to see how bad the air is n my local area, especially when we need to evacuate.",,,,en,Great for emergencies,"Helps me plan around fire season to see how bad the air is n my local area , especially when we need to evacuate ."
440,1409,5050746204,5,Go-to for Fire season,2019-10-30T13:28:05Z,amack604,Great way to know if it’s safe to be outdoors for the family,,,,en,Go - to for Fire season,Great way to know if it ’s safe to be outdoors for the family
441,1212,5050455794,5,So helpful,2019-10-30T12:23:21Z,crstrtslh,Real-time local data! Helps me plan during wildfire season.,,,,en,So helpful,Real - time local data ! Helps me plan during wildfire season .
442,1213,5049078479,5,Super useful app,2019-10-30T05:50:36Z,Sanmateo,Glad to have this app to get alerts about smoke in our area,,,,en,Super useful app,Glad to have this app to get alerts about smoke in our area
443,1796,5048623361,5,GoodApp!,2019-10-30T03:23:54Z,karisma2012,It’s been very useful and easy to use.,,,,en,GoodApp !,It ’s been very useful and easy to use .
444,538,5048366767,5,Easy air check,2019-10-30T01:51:25Z,clean air ✅,"Easy to use, seems pretty accurate. Weather app doesn’t update as often, this is closer to real time.",,,,en,Easy air check,"Easy to use , seems pretty accurate . Weather app does n’t update as often , this is closer to real time ."
445,450,5048326051,5,Great info!,2019-10-30T01:37:20Z,Schteph*,"This app has hourly information about pollution levels, which, in California during fire season, let’s me know if it’s safe to leave the house without a mask. Very grateful this exists!",,,,en,Great info !,"This app has hourly information about pollution levels , which , in California during fire season , let ’s me know if it ’s safe to leave the house without a mask . Very grateful this exists !"
446,2465,5047578324,5,very useful,2019-10-29T21:34:39Z,Mikeabcd1234,handy and useful to me,,,,en,very useful,handy and useful to me
447,2223,5047562853,5,Very helpful,2019-10-29T21:29:04Z,nam9868,with transparent sources for scores,,,,en,Very helpful,with transparent sources for scores
448,192,5046955178,5,Very helpful for California fire season!,2019-10-29T18:27:15Z,ceeliketheletter,"Up to date information, great map feature, past data, and future trends. You can see pockets of bad air quality and the forecast of what the AQI will be in your area. Must have app for everyone",,,,en,Very helpful for California fire season !,"Up to date information , great map feature , past data , and future trends . You can see pockets of bad air quality and the forecast of what the Air Quality Index will be in your area . Must have app for everyone"
449,1609,5046878881,5,Easy to use. Clean design.,2019-10-29T18:07:28Z,rjmurray87,Love this and recommend it. .  .,,,,en,Easy to use . Clean design .,Love this and recommend it . .   .
450,263,5046650702,5,Being aware,2019-10-29T17:12:09Z,Coloradovoo,If you have any health issues or family that does... or just want to see what’s going on anywhere... this is the app for you! Lots of options and info in diff formats available.,,,,en,Being aware,If you have any health issues or family that does ... or just want to see what ’s going on anywhere ... this is the app for you ! Lots of options and info in diff formats available .
451,715,5046027543,5,Air quality,2019-10-29T14:58:00Z,Hdsdgxh,This app is great because especially during these fires it’s very helpful so that I know the smoke is bad or not and it helps for sensitive lungs!,,,,en,Air quality,This app is great because especially during these fires it ’s very helpful so that I know the smoke is bad or not and it helps for sensitive lungs !
452,1539,5045691786,5,Great visuals,2019-10-29T13:40:27Z,floozy2571,Helps me understand how my daughters breathing will be that day and if I need to keep her indoors.,,,,en,Great visuals,Helps me understand how my daughters breathing will be that day and if I need to keep her indoors .
453,2196,5045646100,5,Tipperpheobe,2019-10-29T13:29:41Z,Tipperpheobe,Thank you!,,,,en,Tipperpheobe,Thank you !
454,282,5042500564,5,I depend on this app!,2019-10-28T18:53:52Z,Podcast Evangelist,"The basic air quality website isn’t precise enough to give me relevant information, and I don’t get updates the way I do from Air Visual. I strongly encourage anyone to get this app. We all need to take the right steps to be safe in a world in which air quality crises are becoming much more common.",,,,en,I depend on this app !,"The basic air quality website is n’t precise enough to give me relevant information , and I do n’t get updates the way I do from Air Visual . I strongly encourage anyone to get this app . We all need to take the right steps to be safe in a world in which air quality crises are becoming much more common ."
455,2520,5042424481,5,Critical for wildfires,2019-10-28T18:36:33Z,SGS1994,Great app!,,,,en,Critical for wildfires,Great app !
456,1540,5042314806,5,Great,2019-10-28T18:12:12Z,megganly,Provides timely helpful info. Great interface.,,,,en,Great,Provides timely helpful info . Great interface .
457,1148,5041842090,5,Great app,2019-10-28T16:42:57Z,arlenie29,"So glad i discovered this app. No more poking around on google to find the air quality index,
Super helpful app.",,,,en,Great app,"So glad i discovered this app . No more poking around on google to find the air quality index , 
 Super helpful app ."
458,803,5040869953,5,So essential for travel planning,2019-10-28T13:24:40Z,dkc in ca,We travel often and live in an area with high fire danger. This app is wonderful for planning outdoor activities,,,,en,So essential for travel planning,We travel often and live in an area with high fire danger . This app is wonderful for planning outdoor activities
459,2585,5039625206,5,Nice,2019-10-28T07:58:48Z,PeterHo0911,Good app,,,,en,Nice,Good app
460,267,5039229478,5,Great information!,2019-10-28T06:01:17Z,Funtallgal,Easy to use and understand. I get all the information I need at a glance. I especially like the feature that I can type in a different location then my neighborhood.,,,,en,Great information !,Easy to use and understand . I get all the information I need at a glance . I especially like the feature that I can type in a different location then my neighborhood .
461,1668,5039193882,5,Helpful,2019-10-28T05:49:28Z,esskae234,Helpful to see how bad the air is during fires.,,,,en,Helpful,Helpful to see how bad the air is during fires .
462,1410,5038767345,5,In times if fire,2019-10-28T03:54:45Z,Bon feom CA,"If fires are near or far, this app helps us know if we need masks",,,,en,In times if fire,"If fires are near or far , this app helps us know if we need masks"
463,1761,5035680031,5,Great app,2019-10-27T19:18:06Z,Amalamud,Nice app to check the air quality. Very helpful,,,,en,Great app,Nice app to check the air quality . Very helpful
464,422,5034852952,5,Love this APP!,2019-10-27T17:31:01Z,Photoace,"Living in Northern California, this is my go-to.  During our high fire season, I check the air quality EVERY DAY. Multiple times during active fires. It is very helpful and easy to understand.",,,,en,Love this APP !,"Living in Northern California , this is my go - to .   During our high fire season , I check the air quality EVERY DAY . Multiple times during active fires . It is very helpful and easy to understand ."
465,229,5029192550,5,so helpful!,2019-10-27T04:25:02Z,Tranquilspaces,Downloaded this app during the wildfires in California a couple years ago and unfortunately have had many occasions since then that it has been essential. Such a great service!,,,,en,so helpful !,Downloaded this app during the wildfires in California a couple years ago and unfortunately have had many occasions since then that it has been essential . Such a great service !
466,1009,5029164988,5,Great App,2019-10-27T04:20:56Z,DJ Frederick Kazuma,The app had been helpful in me tracking the air quality in the area where I live.,,,,en,Great App,The app had been helpful in me tracking the air quality in the area where I live .
467,3058,5025156021,5,Best AQI app. Super helpful!,2019-10-26T19:29:49Z,JDCalifornia,"After being very disappointed with Weather.com app and Wunderground’s AQI report, this app seems much much more accurate.  Thanks.",,,,en,Best Air Quality Index app . Super helpful !,"After being very disappointed with Weather.com app and Wunderground ’s Air Quality Index report , this app seems much much more accurate .   Thanks ."
468,280,5024008188,5,Great heads up for bronchiectasis patients!,2019-10-26T17:26:21Z,Namastesong,"This app has been an awesome tool in my treatment plan. This is allowing me to monitor air quality and adjust my meditations and plans! Living in Southern California, I face fire danger and smoke pollution every Santa Ana wind event. Thank you for giving pulmonary patients more options in self care. I highly recommend this app for all pulmonary patients!",,,,en,Great heads up for bronchiectasis patients !,"This app has been an awesome tool in my treatment plan . This is allowing me to monitor air quality and adjust my meditations and plans ! Living in Southern California , I face fire danger and smoke pollution every Santa Ana wind event . Thank you for giving pulmonary patients more options in self care . I highly recommend this app for all pulmonary patients !"
469,1878,5022320565,5,V interesting information!,2019-10-26T13:59:03Z,Zadroya,Find fresh air.,,,,en,V interesting information !,Find fresh air .
470,944,5020289657,5,Educational,2019-10-26T09:59:29Z,PogiBalut,This monitor educational while at the same time save us money knowing how high we should operate or IQ Air filters,,,,en,Educational,This monitor educational while at the same time save us money knowing how high we should operate or IQ Air filters
471,2352,5020203978,5,Nina21,2019-10-26T09:48:24Z,Nola122,The best app so far!,,,,en,Nina21,The best app so far !
472,2224,5018078958,5,Very helpful,2019-10-26T05:11:12Z,lateforthepatty,Very helpful,,,,en,Very helpful,Very helpful
473,1181,5013347813,5,Love App to track California Fires and increase my awareness,2019-10-25T15:06:26Z,Mo Block,"I can see air flow, compare cities, see pockets of bad air. It’s super helpful and comprehensive.",,,,en,Love App to track California Fires and increase my awareness,"I can see air flow , compare cities , see pockets of bad air . It ’s super helpful and comprehensive ."
474,2073,5011306166,5,Helps me a lot,2019-10-25T08:13:54Z,J👀,With avoiding polluted air,,,,en,Helps me a lot,With avoiding polluted air
475,481,5009620160,5,Extremely Helpful,2019-10-25T01:06:55Z,NBP01,"Because of asthma concerns, this app has been a huge help. Living in California with fire danger all around we continually need to monitor air quality. This app lets us do that.",,,,en,Extremely Helpful,"Because of asthma concerns , this app has been a huge help . Living in California with fire danger all around we continually need to monitor air quality . This app lets us do that ."
476,716,5009136726,5,Super accurate,2019-10-24T22:42:21Z,John Melnick,This is the best air quality app I have used so far!  I highly recommend this especially if you are in South Korea,,,,en,Super accurate,This is the best air quality app I have used so far !   I highly recommend this especially if you are in South Korea
477,1736,5007431074,5,Very good app,2019-10-24T15:42:17Z,gjgtuhgtfguu,"Thank you very much, it's really a good application.",,,,en,Very good app,"Thank you very much , it 's really a good application ."
478,1214,4999661642,5,Awesome air Quality App,2019-10-23T02:38:54Z,comingroundthemtn,"I’ve used a few of these and so far, this one my fave",,,,en,Awesome air Quality App,"I ’ve used a few of these and so far , this one my fave"
479,717,4996617110,5,"Travel alot, works globally",2019-10-22T10:30:46Z,Twix2247,"Great app, works in South East Asia and the Americas for me. Intuitive and functional. Great app for those that may have respiratory issues or just want better health.",,,,en,"Travel alot , works globally","Great app , works in South East Asia and the Americas for me . Intuitive and functional . Great app for those that may have respiratory issues or just want better health ."
480,1541,4993095933,5,Awesome App!,2019-10-21T14:48:47Z,NajCo,I use this app frequently during international travel and it's a life saver!!!,,,,en,Awesome App !,I use this app frequently during international travel and it 's a life saver ! ! !
481,1182,4990254633,5,Great app,2019-10-21T03:07:31Z,VVH1979,"It’s a great app, which tells you how good the air is. You can know what you can do to protect your health with it.",,,,en,Great app,"It ’s a great app , which tells you how good the air is . You can know what you can do to protect your health with it ."
482,409,4987801599,5,Love the app,2019-10-20T18:37:21Z,chuottay,Very helpful specially when you have kids. You can know how the air quality at the city you are about to travel so you can prepare better for your kids!,,,,en,Love the app,Very helpful specially when you have kids . You can know how the air quality at the city you are about to travel so you can prepare better for your kids !
483,322,4986774735,5,Helpful forecasts,2019-10-20T16:08:11Z,scottgruber,If you work or play outdoors this app is for you. Quick and accurate forecasts to help you check your local air quality. HT to all the people maintaining air monitoring stations with open data.,,,,en,Helpful forecasts,If you work or play outdoors this app is for you . Quick and accurate forecasts to help you check your local air quality . HT to all the people maintaining air monitoring stations with open data .
484,2002,4985828078,5,Thanks,2019-10-20T13:45:20Z,Thuthanh123123,Thank for services,,,,en,Thanks,Thank for services
485,436,4982096949,5,Help the world with fresh air,2019-10-20T04:35:53Z,poseidon4014,Thank you for the apps. You tell us know about air quality where we are living. Continue to let everybody know that for their healthy,,,,en,Help the world with fresh air,Thank you for the apps . You tell us know about air quality where we are living . Continue to let everybody know that for their healthy
486,77,4978505014,5,Extremely useful,2019-10-19T19:16:15Z,Jbear1748,I take my dogs on two 30-40 minute walks daily and I was surprised to discover that the air quality can be poor even if the skies are clear and blue.  This app helps me decide if we are better off taking a shorter walk.,,,,en,Extremely useful,I take my dogs on two 30 - 40 minute walks daily and I was surprised to discover that the air quality can be poor even if the skies are clear and blue .   This app helps me decide if we are better off taking a shorter walk .
487,688,4976339824,5,Useful App to protect your health,2019-10-19T14:25:01Z,WildCat2585,Accurate air quality number. Updated every half an hour (sometimes hourly). Meet the standard of United State of America,,,,en,Useful App to protect your health,Accurate air quality number . Updated every half an hour ( sometimes hourly ) . Meet the standard of United State of America
488,78,4974773318,5,Greatest app reason ;,2019-10-19T10:46:28Z,city of Corona,"Riverside has over 250,000 cars trucks etc etc
Driving through its cities every day so to survive 
This app support life by giving you real time day to
Day to information about air quality so you can decide on going outside are not  in my case 69 years old male  this app gives the information to
Go out or not it’s that’s important on bad days like 
In summertime 100 plus degree weather it’s like
Trying to breath under water it’s impossible to function many senior citizens have died because they couldn’t survive outside",,,,en,Greatest app reason ;,"Riverside has over 250,000 cars trucks etc etc 
 Driving through its cities every day so to survive 
 This app support life by giving you real time day to 
 Day to information about air quality so you can decide on going outside are not   in my case 69 years old male   this app gives the information to 
 Go out or not it ’s that ’s important on bad days like 
 In summertime 100 plus degree weather it ’s like 
 Trying to breath under water it ’s impossible to function many senior citizens have died because they could n’t survive outside"
489,1783,4962669503,5,Great app,2019-10-17T23:21:22Z,Westie Ro,Lots of important information!,,,,en,Great app,Lots of important information !
490,642,4958104816,5,Easy quick reference,2019-10-17T02:48:12Z,BatamDad,Can see air quality at a glance daily. Accurate and up to date,,,,en,Easy quick reference,Can see air quality at a glance daily . Accurate and up to date
491,1066,4955541652,5,Great app!,2019-10-16T13:36:47Z,Minh V Pham,"This app is great! It provides accurate information, I knew about it because of the pollution of some Asian countries.",,,,en,Great app !,"This app is great ! It provides accurate information , I knew about it because of the pollution of some Asian countries ."
492,880,4952139253,5,Air Quality,2019-10-15T19:02:48Z,pdub0507,Timely and accurate reporting of air quality is extremely helpful!,,,,en,Air Quality,Timely and accurate reporting of air quality is extremely helpful !
493,2424,4951604630,5,A life saver,2019-10-15T16:12:36Z,1galaxytraveler,I love this app.,,,,en,A life saver,I love this app .
494,2212,4949581076,5,Helpful,2019-10-15T05:49:47Z,vivami 29,Your app so usefully,,,,en,Helpful,Your app so usefully
495,1281,4949447138,5,It’s the best!,2019-10-15T04:56:21Z,Nick caraway,I have now or prior 10+! Weather apps and THIS is the ONLY ONE to get air quality right.,,,,en,It ’s the best !,I have now or prior 10 and ! Weather apps and THIS is the ONLY ONE to get air quality right .
496,1308,4948163080,5,Wonderful app for asthmatics!,2019-10-14T21:26:47Z,crquider,Love this app for seeing what areas are safe for my reactive airways. Highly recommend!,,,,en,Wonderful app for asthmatics !,Love this app for seeing what areas are safe for my reactive airways . Highly recommend !
497,1457,4944722888,5,Thanks,2019-10-14T07:08:54Z,dangnguyen96,Thanks developers because of this wonderful app!,,,,en,Thanks,Thanks developers because of this wonderful app !
498,905,4944591703,5,Better than fire alarm,2019-10-14T06:28:45Z,Meowwoem666,This works better than fire alarm,,,,en,Better than fire alarm,This works better than fire alarm
499,2398,4944043581,5,Great App,2019-10-14T03:36:07Z,BaroiHanh,Very helpful,,,,en,Great App,Very helpful
500,749,4940942880,5,Helpful for healthy travel choices,2019-10-13T16:39:05Z,thenusa,Check in routes for ground travel or any trips for air quality.,,,,en,Helpful for healthy travel choices,Check in routes for ground travel or any trips for air quality .
501,718,4940680312,5,Excellent air quality app,2019-10-13T15:50:45Z,M13566,"We love how much detail this app provides, particularly specific to locations! We check it every day.",,,,en,Excellent air quality app,"We love how much detail this app provides , particularly specific to locations ! We check it every day ."
502,437,4936696919,5,Air quality peace of mind,2019-10-13T05:30:02Z,PacViews,"Great app to keep updated on air quality, K liked way better than other apps. Easy to get at a glance air quality info of different locations.",,,,en,Air quality peace of mind,"Great app to keep updated on air quality , K liked way better than other apps . Easy to get at a glance air quality info of different locations ."
503,1930,4935366884,5,Allergies,2019-10-13T01:11:42Z,Big Smile 69,I have allergies and air pollution reports sure help me lots.,,,,en,Allergies,I have allergies and air pollution reports sure help me lots .
504,2434,4934688130,5,Great app,2019-10-12T23:00:41Z,RAMalibu,With the fires in Los Angeles it’s a must,,,,en,Great app,With the fires in Los Angeles it ’s a must
505,2099,4933501855,5,Very useful,2019-10-12T19:42:59Z,Inspired 4 Health,Thumbs up,,,,en,Very useful,Thumbs up
506,1762,4931467374,5,Thank you,2019-10-12T14:57:47Z,VitekB,We appricate whay you did. Love from vietnam,,,,en,Thank you,We appricate whay you did . Love from vietnam
507,750,4928987819,5,Outstanding app,2019-10-12T09:19:31Z,Kuang234,This app is helping me make better choices to breath and live more healthfully. Easy to use and understand.,,,,en,Outstanding app,This app is helping me make better choices to breath and live more healthfully . Easy to use and understand .
508,314,4923515074,5,A must have app if you want to breathe,2019-10-11T13:42:05Z,Davidoffy,Great well built app - allows you to know the air quality where you are headed and on an hourly forecasted basis - so you can decide when to run outside and when to go the gym - also shows non biased internet sourced data so you get the unvarnished numbers !,,,,en,A must have app if you want to breathe,Great well built app - allows you to know the air quality where you are headed and on an hourly forecasted basis - so you can decide when to run outside and when to go the gym - also shows non biased internet sourced data so you get the unvarnished numbers !
509,2353,4923514119,5,This app is good for me.,2019-10-11T13:41:52Z,zzzzzzzcxxx,This app is good for me. Thanks,,,,en,This app is good for me .,This app is good for me . Thanks
