;review_id;rating;title;review_date;user_name;review;response_id;dev_response;response_date;lang
336;4328010512;5;Great app;2019-06-17T03:16:04Z;ms satisfaction;I am so happy that I got this app. Now I can look up the weather, check if it safe to walk outside and all the suggestions that app give to each of the air conditions. I really like this app. Thanks for creating it.;;;;en
485;4310284696;5;Do I exercise outside today?;2019-06-13T16:40:43Z;breather007;The website makes my decision on my exercise/ outdoor activities and weekend getaway plan. Forecast could be more accurate (4 stars instead of 5);;;;en
2226;4309689061;5;Awesome app!;2019-06-13T14:17:10Z;woodw003;Love this app. Keeps me informed on AQI as I deal with my asthma!;;;;en
43;4307779191;5;Valuable For keeping daily track of air quality;2019-06-13T06:20:52Z;East Beth;First time I used this  , I knew it would help with my overall daily routine of getting outdoors and run my errands . I check on the air quality daily and it lets me know when I should limit my outdoor activities, I’m under a Doctors care for COPD , and this has been a very helpful tool in managing my breathing maintenance. I gave it a five star rate , because it enables me to see at a glance the air quality immediately, instead of waiting for the weather news on tv or radio . I recommend this app to everyone .;;;;en
1011;4307413126;5;Helpful!;2019-06-13T04:17:53Z;Tmneville;Very detailed and helpful when I’m trying to decide how much time my boys should stay outside.;;;;en
647;4305898879;5;Great!;2019-06-12T19:16:08Z;Kittttttiekat;I love checking this app whenever I feel under the weather so I realize it’s sometimes the air quality!;;;;en
1880;4301729009;5;Air Visual;2019-06-11T21:52:30Z;Avalon 8;Air Quality Measurements from around the World - Excellent!!!;;;;en
829;4300306358;5;Great for outdoor runners to have a better grasp on air quality.;2019-06-11T14:05:45Z;Kels801;Use it before every run and before opening windows. Great for cities with inversion struggles.;;;;en
297;4296836005;5;I don’t plan my day without it!;2019-06-10T20:07:46Z;AmdinSK;I’m coming from overseas and the air quality was a huge concern. This app makes it so easy... having the weather and air information all in one convenient place!!;;;;en
1515;4284044439;5;Air I Breathe;2019-06-08T14:48:48Z;Tazlife;Love this app.  I suffer from asthma and this app provides the AQI level that I need to plan my outdoor activities.;;;;en
2227;4273384189;5;Fantastic App!;2019-06-06T16:30:10Z;BigSteveEM;Very good App to use! Beneficial!;;;;en
2177;4269902980;5;Awesome;2019-06-06T00:59:40Z;WJ love the app;Love the app! Feel safer breathing and protecting myself;;;;en
2565;4264942092;5;Greattt app;2019-06-05T00:37:05Z;funner102;Very usefull;;;;en
989;4259615124;5;Great tool and informative every day I use it.;2019-06-03T22:11:14Z;way2rested;Useful to have the information on hand.;;;;en
1361;4258780982;5;Great app;2019-06-03T18:11:03Z;Fuat Teo;This is a great app on air quality. I am a big fan of the forecast feature.;;;;en
1310;4251709387;5;Perfect;2019-06-02T13:22:28Z;Patdoggg;Easy to use, accurate. By far the best air quality app I’ve ever had.;;;;en
1283;4249044508;5;Great app! Awesome local info even within cities!;2019-06-02T02:52:33Z;Dabbaranks;Great app! Awesome local info even within cities!;;;;en
2532;4235543724;5;Awesome Sauce;2019-05-30T14:11:49Z;NG1779;Prepares me for my day;;;;en
562;4235082233;5;Super  helpful app;2019-05-30T12:29:06Z;Nick_El;I have a suggestion. Would it be possible to increase the Map proportion in “My Air”. It will ease the eyes when seen on small phone. Thank you.;;;;en
860;4232521129;5;Great app;2019-05-30T01:08:32Z;studio1;Works perfectly with the iqair monitor, super easy to use. Helps me a ton with keeping the temperature and air quality in my apartment where I want it to be.;;;;en
1362;4226746021;5;Airceptional.;2019-05-28T20:32:25Z;PrimoD;My go to app for air quality and how I keep patients out of trouble!;;;;en
170;4225167238;5;Clean And modern;2019-05-28T13:28:15Z;J.R.Cardenas;I never thought I would actually ever need an air quality application. But with my recent travels around the world I realize just the importance of knowing how clean the air quality is to a traveling town or city. Thank you for producing such a wonderful app.;;;;en
506;4221374300;5;Breathless;2019-05-27T21:47:20Z;granyks;I wish I’d found you sooner. Moved to a new state. Been here 3 months now having a full blown asthma episode. I will check your app often. Now I  can plan my outdoor time.;;;;en
2593;4219412353;5;Breathe deeply!;2019-05-27T14:17:59Z;Burbreather;Great app!;;;;en
96;4219109047;5;Helps with Job Search;2019-05-27T13:12:51Z;JoynJesus;I am an English teacher, who is ready to travel the world. I don’t mind visiting cities with terrible air quality, but living there is a different story. I am very happy about this app, because it is helping guide my job search. Thank you!;;;;en
71;4213731651;5;Reliable;2019-05-26T15:12:25Z;everbaines;We check the air quality daily. It helps us have the policy conversations we need to have with our friends, neighbors, and local government. We can see the effect of pollution in our air quality and AQI helps us quantify what we’re experiencing.;;;;en
2078;4209924879;5;Smoke alerts;2019-05-26T00:16:05Z;Tephro;Best app for seeing how bad the smoke is.;;;;en
2495;4205024609;5;Great app!;2019-05-25T05:05:08Z;Fatma Nassar;Super helpful!💗;;;;en
776;4201616820;5;Very helpful in planning outdoor activities.;2019-05-24T14:02:48Z;Rikki-roo;This app is extremely helpful in determining how much level of activity can be performed outdoors and for how long.;;;;en
1545;4181140113;5;Useful;2019-05-20T14:10:35Z;susang;Very handy to have for a person sensitive to air pollution.;;;;en
1695;4177073370;5;It’s good;2019-05-19T20:12:17Z;gabihong;Really helpful for my family;;;;en
2587;4176056372;5;Great;2019-05-19T15:56:04Z;stelu64;Great app;;;;en
1672;4173381123;5;Loving it!!;2019-05-19T04:49:26Z;Connoisseur of the world;"Very helpful finding out the reality of the air pollution.

Thank you so much.... 👌❤️";;;;en
1821;4170439313;5;Good and helpful;2019-05-18T15:28:06Z;Gehegegv;This app is very accurate;;;;en
1951;4166813400;5;👍;2019-05-17T23:28:23Z;reallysso;Very accurate;;;;en
2178;4165943002;5;Very good APP 😉 !;2019-05-17T18:47:25Z;kevingarder;It is one I CHECK each day !;;;;en
777;4161552945;5;Great app!;2019-05-16T22:40:59Z;KatieK279;I recently moved to RK and I knew about the air quality but not to the extent and I’m glad my friend showed me this app. I check it every morning.;;;;en
319;4156130371;5;My airVisual Monaco;2019-05-15T23:17:35Z;Blue Nova 1234;So far I like the app very interesting very nice to know how the air is in other places I travel a lot so I am going to use it a lot. It is good to know how the air is in the places you are going to thank you for inventing this monitor I will keep you up-to-date on the monitor efficiency till next time.;;;;en
946;4147496660;5;Great app for air quality;2019-05-14T07:02:25Z;californiadreamers100;Wish we had this app when traveling to India last year!;;;;en
1906;4147341318;5;Great App to use!;2019-05-14T06:13:19Z;ChiangMai David;Saved me from dangerous air pollution.;;;;en
2387;4142531835;5;Great app;2019-05-13T06:01:29Z;Williep2007;Works;;;;en
971;4132905902;5;Very illuminating;2019-05-11T09:53:30Z;HK Ace;Now we know more about what we can only sometimes see or smell;;;;en
2651;4125709378;5;Good app!;2019-05-09T22:36:41Z;Jamie0527658;Good app!;;;;en
2404;4125472226;5;Air Visual;2019-05-09T21:08:00Z;stardust52;Very informative!!;;;;en
923;4120426314;5;V Helpful;2019-05-08T20:09:34Z;You're doing amazing sweetie;This app is very helpful I know when it’s best and worst for me to be outside, doing something because of the air quality.;;;;en
1932;4119802823;5;Good air;2019-05-08T17:01:06Z;Mark von Wodtke;Use it where I like to go.;;;;en
721;4116468442;5;Great app! Seriously very helpful;2019-05-08T02:13:11Z;new to hanoi;This app help tremendously when deciding to open the windows or exercise. Pulling from 3 other sources you can trust it’s accurate ✅;;;;en
596;4111066485;5;Handy app;2019-05-06T22:00:40Z;Wisdom Lily;This app comes in very handy in providing air quality information so I can adjust my outdoor schedule as I travel to different cities.;;;;en
808;4110609152;5;Super App;2019-05-06T19:16:03Z;kate4u2;So helpful to know the air quality. I have a bit of breathing problems and it’s almost crucial in S Korea to know the quality of air.;;;;en
2964;4107562589;5;No regrets!;2019-05-06T04:29:21Z;Westlake69;Great app!;;;;en
1284;4101458727;5;Saving my life, one day at a time;2019-05-04T23:29:07Z;Sumjac1;Living in Northern Thailand, where AirVisual keeps me constantly aware of my declining life expectancy 😱;;;;en
1070;4094691255;5;Great App;2019-05-03T14:27:17Z;J. David88;Let’s me monitor air quality around the world ! I travel extensively and this information is valuable to me.;;;;en
1784;4094254702;5;Great app!!;2019-05-03T12:40:13Z;A1karat;Great app for keeping on top of air quality in your area!;;;;en
378;4092692119;5;Required to be a responsible parent.;2019-05-03T04:40:03Z;J3BW;"Helps me as a parent of a one year old in Los Angeles stay sane and navigate bad air days. 

Especially love the seven day air quality forecast. Should be standard for all news outlets that report on weather.";;;;en
1881;4088173835;5;Awesome;2019-05-02T04:20:10Z;Raesu;Great app, great detector device, and great watch app as well! Keep it up.;;;;en
2502;4083715159;5;Yay!;2019-05-01T05:20:40Z;kat949567;Helped me survive pollution in Chiang Mai. Thanks!;;;;en
1461;4075995817;5;Clean air;2019-04-29T10:26:21Z;wtello;Check quality my air;;;;en
1150;4059390851;5;Allows me to make great decisions;2019-04-25T18:12:16Z;Christina4d;Which allow me to sleep Better and breath better!;;;;en
65;4057139558;5;Just what I needed!;2019-04-25T07:36:53Z;thinkink_dmw;For those of us with asthma or COPD checking the air quality index is as necessary and frequent as checking the weather. AirVisual is much easier than looking up data on the web. Its predictions for four times during a day help plan activities. The app uses data from the nearest monitor near me so helps me be aware of differences within the city as I move about.  The listings for cities around the world remind me that my struggle to breathe is only my glimpse of what millions are enduring with a problem we must address.;;;;en
2521;4050294209;5;Great;2019-04-23T14:13:27Z;Magic Marv;Love this app;;;;en
648;4047446175;5;Great app.;2019-04-22T21:20:06Z;LTL55;We are in a new home, and the furnace allows fresh air in at the intervals we set.  I now can monitor outside air quality and close the vents when the air is bad.;;;;en
1907;4039794090;5;iQ Air is the best.;2019-04-21T02:33:51Z;CH Traveler;Thanks to IQAir filtration and IQAir monitor I always know what the air quality in my home is.;;;;en
1933;4035168472;5;Very helpful;2019-04-20T02:49:43Z;tungteen;It’s very helpful application;;;;en
722;4034707521;5;Clean Air;2019-04-20T00:20:59Z;Monina C;Knowing the numbers on how the air you breath outside is good makes me feel better and don’t worry of just staying inside the house!;;;;en
2668;4033305754;5;Great;2019-04-19T16:04:45Z;Crystal9578;Great;;;;en
193;4029729904;5;Helps tremendously with a newborn;2019-04-18T20:57:53Z;QueSira;Living in Los Angeles, we are heavily reliant on this app for deciding whether to be out for “fresh” air. Thanks for this invaluable resource. I have been an iPhone user since 2007. This is the first time I have felt compelled to review an app. Which speaks to how grateful for it. Thanks again.;;;;en
453;4028782166;5;LilTrigger77;2019-04-18T15:27:28Z;LilTrigger77;This app is extremely helpful for me to assess the risks in venturing out whether I am home or traveling. I highly recommend this app to those of us that have issues related asthma, copd, etc.;;;;en
924;4027539162;5;Simple and helpful;2019-04-18T09:23:21Z;Hackysaq;Love that we get hourly, daily, and weekly forecasts as well as pollutant composition. Perfect for deciding on whether to run outdoors! Used this in Seoul Korea and Hong Kong and it seems very reliable.;;;;en
1071;4017483675;5;Informative and user friendly!;2019-04-15T22:00:31Z;Tulum1971;This is a very easy to use app. I live is China and it’s mandatory for daily living.;;;;en
1285;4013662395;5;Great info at my fingertips! Thanks.;2019-04-15T00:39:43Z;Jangadoll;Air like our water is best consumed clean. This helps with planning our outdoor life.;;;;en
195;4009745092;5;Quick and easy air quality reports;2019-04-14T04:04:11Z;Chris Limeroo;Easy to understand reports! We're using it in the Nepal region to check for AQI. Does not have all the cities and regions however. Wish they pushed for more air quality testers in more areas.;;;;en
972;4003143634;5;Air quality;2019-04-12T14:02:05Z;Clairwarden;Love that I can see air quality before going out there. Have to wear mask on bad days.;;;;en
469;3998820523;5;Essential;2019-04-11T13:36:40Z;ZionSYable;We live in an area with occasional poor air quality. This app is essential deciding when to go out, when to open the windows, etc.;;;;en
618;3998751474;5;Amazing data on air quality;2019-04-11T13:18:17Z;Stvnjay;Can check all over the world for current air quality.;;;;en
1868;3993216010;5;Best app;2019-04-10T05:59:25Z;JF2020;Easy to read great info;;;;en
171;3992995702;5;PM 2.5;2019-04-10T04:32:44Z;David Kent MD;"Very helpful in planing trip to Asia as cities visited were unfortunately high with 2.5. Have recommended to several friends. This site has very useful info especially updates on PM 2.5 as they change. 
Should however stress that only mask helpful is a N-95";;;;en
2228;3990197739;5;Just very useful amazing App;2019-04-09T11:20:12Z;osk3317;Nice for health sake;;;;en
1188;3990038201;5;Nice app;2019-04-09T10:31:08Z;riversong2019;Quite useful if you live in Beijing where the air is horrible all year long.;;;;en
325;3986776602;5;Use this all the time;2019-04-08T13:52:16Z;PSP62;Great app for tracking air quality locally and when traveling. I live in Southeast Asia 6 months every year where air quality has its seasonal VERY BAD periods.  Nice to know the actual particulate numbers instead of guessing.;;;;en
3064;3980423755;5;Good application!;2019-04-07T04:33:33Z;Fan Tennis;Good application!;;;;en
395;3979435426;5;Very Helpful;2019-04-06T23:35:09Z;J.A. Kaplan;As an expat in Asia, this app helps a lot. I know when to wear my mask out, and when to limit my outdoor activity. It is comprehensive, with many cities listed, and I use it when I travel around Asia too.;;;;en
542;3979337256;5;Great app!;2019-04-06T23:01:57Z;The_Alt;I really appreciate the attention to details on this app- the air flow map, the seven day forecast, and the fact that I can see where the air readers are to name a few. Very easy to navigate.;;;;en
1153;3978518786;5;I can see the air quality so clearly;2019-04-06T18:22:45Z;warren1987;Now I have data that the air in LA isn’t that bad;;;;en
2354;3977729033;5;Great app;2019-04-06T14:51:14Z;ambj1994;Very helpful;;;;en
1255;3974318194;5;Saving my life thru better air;2019-04-05T21:23:51Z;d3dad;Now I know why I am so cranky. Getting fresh air really helps.;;;;en
2308;3973170384;5;Good;2019-04-05T15:06:56Z;Jolly Roger 1;Finally working for Natomas/Sacramento in California.;;;;en
2213;3971204178;5;Great app;2019-04-05T04:49:53Z;Emojiofawave;Detailed info;;;;en
1869;3969744684;5;What, When, Where & How Much;2019-04-04T20:06:12Z;Tom(tation);The air (earth’s atmosphere) as it relates to breath & breathing, please to this review’s title.;;;;en
2155;3966827906;5;Essential for travel safety;2019-04-04T04:14:11Z;Messanessa;Grateful for this app;;;;en
1462;3963676319;5;Easy to use;2019-04-03T10:43:11Z;can am ric;Reliable and easy;;;;en
2417;3960558628;5;Very happy with the app;2019-04-02T16:10:34Z;Kolinnn;Great app;;;;en
2080;3956110070;5;Great! 👏🏻👏🏻👏🏻;2019-04-01T15:15:41Z;Airbender30;It helps me a lot. Thank you for your great efforts.;;;;en
1799;3953237100;5;Love this app!;2019-03-31T22:23:02Z;S-cakes;Super easy to read & helpful recommendations!;;;;en
1593;3952215003;5;Accurate and fast!;2019-03-31T16:42:54Z;Amyvictoriachan;Great app for checking the air;;;;en
1696;3950154836;5;Amazing App;2019-03-31T07:39:04Z;ailegnA333;Helps me to decide if my kids play outside or not!;;;;en
2005;3948673977;5;Good app;2019-03-31T00:08:22Z;Rainsil123456;Gives me the info i neen. Very helpful.;;;;en
723;3948645650;5;Great App!;2019-03-30T23:59:56Z;Little Richard;One of the best things about this app is that it provides many locations to check air quality.;;;;en
861;3943751564;5;Can't function without it;2019-03-30T00:15:28Z;ShoshB;I especially appreciate the 7-day forecast.;;;;en
2503;3939980113;5;Mr.;2019-03-29T05:54:42Z;Wn Hn;Very nice to have this app.;;;;en
183;3939468920;5;Reliable and easy to read;2019-03-29T03:03:17Z;Chappellmama;I had been going to an online website to check the air quality, but I noticed it didn’t match up with many others or it would be down completely. This app is easy to read and so far has been up every time I’ve checked (which is a lot);;;;en
2374;3938338487;5;review;2019-03-28T20:26:03Z;dinghel;excellent source of information;;;;en
439;3936409994;5;Really helpful;2019-03-28T10:22:06Z;Iceymikey;Really easy to use app was critical during a recent visit to South Korea.  Air quality was at a high during the visit and use of the app made early decisions about activities possible.;;;;en
1477;3933496405;5;Great app for air quality monitoring!;2019-03-27T15:40:16Z;easy air;This app is very easy to use and helpful.;;;;en
1576;3932509244;5;Good;2019-03-27T10:37:33Z;Clarenceeeee;Installed for one day and seems all right;;;;en
2578;3930822288;5;Awesome!;2019-03-26T23:26:21Z;deathsticks11;Love this app;;;;en
239;3930819652;5;Works. Simple as that.;2019-03-26T23:25:13Z;HUTCH18;It works. Apples weather app has turned off showing the poor air quality in China. Probably because China forced them to. So I needed another way to check and this app has been great. Continue showing the truth about the poor air quality around the world. Help people. Help our environment.;;;;en
862;3930752101;5;Beneficial;2019-03-26T22:57:34Z;Mallegra;"When traveling this app has been very helpful in our preparing for the day/week

Thank you";;;;en
649;3928093289;5;My new weather app;2019-03-26T07:22:12Z;40_Thieves;I live in southern China and sometimes it’s difficult to tell if it’s smoggy or misty from the humidity. Wish I didn’t have to, but I live by this app. Very helpful;;;;en
1594;3926937292;5;Deer Park Texas;2019-03-25T23:37:47Z;Roehrick;I live in Deer Park and have been using this app to follow air quality. It’s been a big help!;;;;en
246;3926289458;5;THIS APP IS SO GOOD!!!;2019-03-25T19:15:41Z;ShakaylaMc;I find this app really helpful and educational when dealing with air quality. I’ve never really paid much attention before but now I know how bad it can really get and affect you. With this app, I’ve gained more knowledge about the human body and it’s environment.;;;;en
291;3925234952;5;Love the app;2019-03-25T13:21:26Z;J̥ͦe̥ͦn̥ͦn̥ͦ;It’s so useful for everywhere I am. Pretty accurate because the air in korea at times looks awful and the numbers on the app are right on even when it’s clear the number seem correct.;;;;en
1971;3920825011;5;Just what I was looking for.;2019-03-24T12:09:08Z;the-source;That’s it.;;;;en
1038;3918813735;5;Great warnings;2019-03-24T01:32:32Z;Actressbyheart;I live in China, where the air is less than desirable. This app helps me prepare for the day. I never miss a morning without it.;;;;en
1096;3915633758;5;Very helpful!;2019-03-23T09:34:10Z;Leenaic;Helpful before getting out of the house or stay in;;;;en
281;3915283683;5;Great app for allergies or asthma;2019-03-23T07:23:43Z;Khandle;"I like this app.

Having the reading close to my neighborhood is very helpful for my breathing sensitivity. When I moved here there was little traffic. Now it is constant. Useful app and they still allow it to be free, a rare plus in these days of frequent apps. They download free, but charge to use them. 5 stars for this app.";;;;en
830;3914028555;5;Very helpful!;2019-03-22T23:55:58Z;Maxwhale;This app came in handy when there were wildfires nearby and I needed to know if it was safe to go outside without a mask on.;;;;en
672;3913699152;5;Informative app.;2019-03-22T21:51:00Z;AMERITOMAN;Easy to use with real time data from current location.;;;;en
1012;3913079940;5;Great app!!;2019-03-22T18:04:24Z;MTBreigns;I like so see what the air quality before doing outside activities. It has been a great help.;;;;en
990;3912776885;5;Very helpful and eye opening;2019-03-22T16:25:50Z;callmedoge;Has been a very educational app to have for understanding air quality and exposure.;;;;en
2180;3908409555;5;Very informative;2019-03-21T15:09:26Z;MickB999;This app will help me with my travels in Asia.;;;;en
1841;3904208449;5;GREAT!!;2019-03-20T14:02:17Z;Cristy999999999;Im actually very rarely to voting any apps. But this is really nice. I have to be here to say you are greattt :)));;;;en
1870;3903912044;5;👍;2019-03-20T12:30:43Z;PKYTHAI;Lots of good information;;;;en
673;3902629100;5;Happy customer;2019-03-20T04:13:51Z;$$jih$$;The app is great if you want to track air quality around you or anywhere you visit;;;;en
691;3901337327;5;Gives me all the info I need every day;2019-03-19T19:04:19Z;Shoffman951;Quick and easy reference for air quality each day.;;;;en
1039;3900569946;5;Excellent automatic notice of air quality;2019-03-19T14:14:41Z;Ksshooter2012;Very much appreciate the auto feature of the app!;;;;en
1072;3894485853;5;Awesome app;2019-03-17T22:35:33Z;Hus1966;This app helps me daily with my morning jog. If the air quality is in the unhealthy zone I use the treadmill instead. Very helpful!! I love it.;;;;en
288;3894195570;5;Very Helpful for Air Quality;2019-03-17T20:44:51Z;Florida Air Lover;I like it that it’s easy to add different cities to check regularly, so you can keep tabs on the air quality anywhere in the world that you’re interested in. And the local report helps you know when it’s OK to keep the windows open or exercise out of doors.;;;;en
809;3890424317;5;Best of many;2019-03-17T00:53:22Z;Culvert boy;I’ve tried them all. This one is my favorite. Solid, nice interface, good info density. The monitoring instrument they make is also excellent.;;;;en
1311;3886574683;5;Love!;2019-03-16T04:21:31Z;mangocaake;I use this every morning to see whether it’ll be an indoor day! Essential for living in Korea.;;;;en
991;3882209756;5;I like the accuracy of this app for fine dust;2019-03-15T01:20:20Z;johnnydec;Thank you for collecting the accurate data.;;;;en
250;3879696331;5;Helps me plan my days and travel;2019-03-14T09:31:16Z;take care of the air;Love the app.  I can see what the air quality is hour by hour, which helps plan outdoor activities like when to walk to work or go for a bike ride.  We use it to know when to open the windows and air our the house.  And I love to see what the air is like when I’m on the road.;;;;en
379;3879332917;5;Helpful;2019-03-14T06:47:38Z;1249764843;Living in countries such as India, we must be very careful with air quality or your health would be negatively affected. This app provides a simple index reflecting the air quality around me telling me whether I should take on a mask. It’s very helpful;;;;en
2504;3879329452;5;Great app!;2019-03-14T06:45:50Z;1234Leira;I RELY ON THIS APP TO LET ME KNOW THE AIR QUALITY. It is very good!;;;;en
1595;3875058989;5;Helpful;2019-03-13T02:54:50Z;Hathaiwan2003;If you live in Asia, you definitely need this app;;;;en
724;3871689646;5;Great way to get reliable air quality info!;2019-03-12T04:18:30Z;Jaden Fox;Solid, reliable app... Uses a large number of days stations, clear reporting;;;;en
1648;3871262009;5;Super easy and helpful;2019-03-12T01:22:41Z;Luigi P;Very easy and helpful to use;;;;en
2102;3870490787;5;Exactly;2019-03-11T19:58:15Z;mit484;Very useful and interesting thanks.👌👌👌😊😊😊;;;;en
2156;3868831781;5;Excellent!;2019-03-11T09:56:18Z;Peasagui;Finally an AQi app we can trust!;;;;en
1189;3868003452;5;Good app;2019-03-11T03:57:01Z;haysdb;Actually, I don’t know that my life is any difference since knowing how bad the air is but it’s nice to know.;;;;en
725;3867921875;5;A must have;2019-03-11T03:21:31Z;poursuivant;Well designed, easy to navigate and very useful no matter where you are in the world;;;;en
1073;3866069229;5;Very helpful;2019-03-10T15:54:25Z;1234567birds!;Gives recommendations based on the air pollution status of the day. Super helpful while living in Denver.;;;;en
2138;3864228972;5;Great app;2019-03-10T06:28:07Z;Willie212;Love the app. Easy to use. Helpful;;;;en
72;3863582046;5;Helpful;2019-03-10T02:43:16Z;Odessa Jones;I live in a country with high levels of PM2.5 pollution and I check this before leaving the house to see if I should wear a mask. I also love the visual map. I have my own air monitor at home that is cheaper than the one advertised on AirVisual, so I don’t use the other features.;;;;en
1673;3861244764;5;Very informative;2019-03-09T13:46:22Z;Care2Share:;Great for keeping tabs on the air you breathe!;;;;en
196;3858280441;5;Wish I had this app 2 years ago;2019-03-08T21:01:38Z;ButtnerloriL;Moved to South Korea two years ago and the first year was totally oblivious to just how bad the air is on a day by day basis.  This app was an eye opener to just how bad the particulates can be.  Now it’s easy to monitor every time before going out.;;;;en
2600;3856643234;5;Good!;2019-03-08T12:11:55Z;wtheblue;Thanks!;;;;en
1547;3855187049;5;Great app especially for South Korea;2019-03-08T03:24:23Z;Shawmish;Air pollution is a huge problem in Seoul and this app helps me plan my mask wearing and outdoor excercising;;;;en
1871;3854534450;5;Deployed in China;2019-03-07T22:56:11Z;south of shanghai;"This app is helping us have an idea how bad the air REALLY is. Thank you

South of Shanghai";;;;en
2367;3853405511;5;The best app for micro dust;2019-03-07T15:12:57Z;dobby.222;Very helpful.;;;;en
1154;3851606737;5;Also include CAI option?;2019-03-07T04:21:35Z;airsucksinkorea;Could this also include a CAI option or conversion for those of us in Korea?;;;;en
810;3849638161;5;Asthmatic essential;2019-03-06T15:05:53Z;rph-frgldy;It's great to know when a simple thing like going outside is a bad idea. I've learned to prevent asthma attacks by watching air quality in my area.;;;;en
1155;3847648704;5;Useful;2019-03-06T02:53:17Z;vrataski;I use it daily for check the air quality in my city. That is very useful for health;;;;en
240;3842282414;5;Awesome !;2019-03-04T16:46:44Z;People think!;I have appreciated the Air Monitor since I got it but never more than now as I’m having issues with the air quality in my home. I check the app many times a day which helps me immensely during this stressful time.;;;;en
1800;3839598945;5;Super helpful;2019-03-04T01:15:56Z;larajane15;Easy to use and really helpful;;;;en
2338;3837389029;5;Good app;2019-03-03T13:47:26Z;penble17;This is a really helpful app👍🏼;;;;en
2310;3836507094;5;Very helpful.;2019-03-03T09:43:31Z;agiisadog;Very helpful.;;;;en
2030;3835793003;5;Great for South Korea;2019-03-03T05:53:44Z;Fo Paw;Informs me of AQ throughout the day so I can limit my exposure.;;;;en
2042;3833482919;5;Best air quality app!;2019-03-02T17:06:53Z;tailoure;Very happy with it;;;;en
64;3829881866;5;Just moved to South Korea three days ago;2019-03-01T22:23:39Z;RedRoseAlways;And this app is literally saving my life. I had no idea the fine dust was such a big deal until I was sleeping with the window open and woke up short of breath. I downloaded this app and the air quality was purple, 230! I closed the window and now this is at the top of my widget list and checked constantly......really regretting moving here only because I didn't realize the fine dust was so bad here too...anyway for the next year, until the contract is up, this app will be my lifeline. Literally.;;;;en
543;3827493338;5;Use it almost every day;2019-03-01T09:37:09Z;PixieFaeGlitteratti;I started using the app when my whole state was on fire, then just kept using it.;;;;en
2181;3826810727;5;Great app!;2019-03-01T05:17:21Z;suhamis;Informative and very helpful!;;;;en
1013;3826464232;5;Know what you breathe;2019-03-01T02:59:49Z;Bodhi-Sattva;Pollution is out of control.... you have to know what you breathe, and this app can help you do just that....;;;;en
1649;3826230236;5;Great app;2019-03-01T01:32:37Z;janamtmt;This app is accurate and helps me get my day started healthily!;;;;en
544;3824899417;5;Love it!;2019-02-28T16:19:43Z;Liz5782887;I live in the Central Valley, where the air quality is poor more days than it’s good. I really enjoy the app. It’s easy to use and it hasn’t given me any problems yet. 5 stars.;;;;en
221;3820950263;5;Keep my air clean;2019-02-27T15:05:04Z;EricaDenverCo;I’m someone with respiratory problems. This app is my quick look at the air quality before I go out. There have been occasions when the air quality has changed my plans. Thanks for helping me breathe!;;;;en
1650;3818950870;5;Useful app;2019-02-27T02:33:36Z;kimmytex69;Enjoy checking AirVisual to verify air quality. It’s a super tool!;;;;en
973;3818438743;5;Breathing easier now...;2019-02-26T22:58:37Z;haffacoffee;This app has really helped me remember to take my asthma meds before a bad air quality day affects my breathing.  Great app!;;;;en
1934;3817183273;5;Love it;2019-02-26T14:07:03Z;Italia_Morris;Tells me if I need to exercise inside or not.;;;;en
241;3816716111;5;Go to App for China Air Quality;2019-02-26T11:29:33Z;Asia Mark;Great app, use it a lot - often multiple times a day to check air quality conditions. Really like the predictions provided for the next few days, in order to assist in planning outdoor activities. 5 stars!;;;;en
1413;3815146897;5;Very Useful App!!;2019-02-26T00:57:47Z;KirinaT;I love getting a daily update on the air quality in my area.;;;;en
674;3811905402;5;This is awesome;2019-02-25T05:06:33Z;Deleted twice;Save your select cities, save them, change them if you like.  All are based on the same scale so no confusion.  And color coordinated.;;;;en
1972;3810635133;5;Amazing information;2019-02-24T20:42:25Z;Wiilman Apple Fan;Spot on!;;;;en
2111;3808720225;5;Peace of mind;2019-02-24T10:49:29Z;Palma.PC9;It’s great to know what measures to take! Love the app.;;;;en
751;3808173473;5;Reliable;2019-02-24T08:01:33Z;Maranva88;Easy to access. Good and reliable information and easy to use.;;;;en
727;3807564482;5;Essential App to know the quality of your air;2019-02-24T04:14:02Z;303AB;I live in Asia where the air is frequently dangerous and it’s smart/ essential to wear a mask outdoors. This app lets me know which days they are.;;;;en
2254;3804675158;5;Kampala Air;2019-02-23T12:19:18Z;virtirl;This app is wonderful yet frightening.;;;;en
2533;3803870873;5;too good to be healthy;2019-02-23T07:59:53Z;Moomin!!;as is.;;;;en
1651;3803753658;5;Life changing.;2019-02-23T07:19:17Z;MitchThrower;Love it!!  So very helpful.  Changes everything.;;;;en
1740;3801661496;5;Air Quality Matters!;2019-02-22T18:05:56Z;중국 상해 칭타오 가즈아;Air Quality in USA is pretty good. Still it is useful to make monitor global trends.;;;;en
1629;3800752840;5;Thank you for the great app!;2019-02-22T13:18:36Z;tp toilet paper;Easy to use and global update.;;;;en
2229;3799812714;5;pree lit;2019-02-22T08:16:53Z;kim family seoul;it’s cool and i can check it super fast with the notification option;;;;en
2653;3799690427;5;Bby;2019-02-22T07:30:48Z;bjupoo;Great app;;;;en
863;3798673112;5;Really helpful;2019-02-22T00:45:33Z;Tipmada;Easy to use and update the pollution everywhere when you want to know.;;;;en
