,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,opinion_unit
645,228,5134600949,5,So helpful,2019-11-14T02:40:35Z,miss mama d,"Since the fires in los angeles, I’ve used this app daily to determine outdoor exercise for me and my kids. I love how it’s so specific to each neighborhood. Amazing. 

It’s also fun (and sometimes horrifying) to compare our situation to other cities around the world.",,,,en,Amazing. 
646,228,5134600949,5,So helpful,2019-11-14T02:40:35Z,miss mama d,"Since the fires in los angeles, I’ve used this app daily to determine outdoor exercise for me and my kids. I love how it’s so specific to each neighborhood. Amazing. 

It’s also fun (and sometimes horrifying) to compare our situation to other cities around the world.",,,,en,It’s also fun (and sometimes horrifying) to compare our situation to other cities around the world.
647,2137,5133779256,5,"Very good app, to help judge outdoor activities",2019-11-13T22:09:45Z,AlbertMega,Thanks,,,,en,Thanks
648,2372,5133470207,5,great app,2019-11-13T20:30:14Z,Ali jang,"super easy to use, keeps me informed daily",,,,en,"super easy to use, keeps me informed daily"
649,1146,5132893866,5,Very helpful Info provided,2019-11-13T17:21:02Z,J2019Millenial,Wouldn’t want to leave home without it.,,,,en,Wouldn’t want to leave home without it.
650,1092,5132459439,5,Love the complication,2019-11-13T15:09:31Z,1994503917,Now I can always see air quality on my Apple Watch. Thank you and god bless...,,,,en,Now I can always see air quality on my Apple Watch.
651,1092,5132459439,5,Love the complication,2019-11-13T15:09:31Z,1994503917,Now I can always see air quality on my Apple Watch. Thank you and god bless...,,,,en,Thank you and god bless...
652,2432,5132160331,5,Very very good,2019-11-13T13:53:34Z,Aryaman83,It’s great,,,,en,It’s great
653,2454,5129183399,5,thank you,2019-11-12T21:47:59Z,Dzonim,very nice app,,,,en,very nice app
654,1760,5128229530,5,Great & informative,2019-11-12T16:39:51Z,lazarusmason,I use this app every day!,,,,en,I use this app every day!
655,94,5127668983,5,User friendly and Accurate,2019-11-12T14:11:48Z,XQSUS,I really like this app. The information provided is extensive and it is really easy to adjust what cities you want information on. It seems to have pinpoint accuracy. Very useful tool for gauging air quality.,,,,en,I really like this app.
656,94,5127668983,5,User friendly and Accurate,2019-11-12T14:11:48Z,XQSUS,I really like this app. The information provided is extensive and it is really easy to adjust what cities you want information on. It seems to have pinpoint accuracy. Very useful tool for gauging air quality.,,,,en,The information provided is extensive and it is really easy to adjust what cities you want information on.
657,94,5127668983,5,User friendly and Accurate,2019-11-12T14:11:48Z,XQSUS,I really like this app. The information provided is extensive and it is really easy to adjust what cities you want information on. It seems to have pinpoint accuracy. Very useful tool for gauging air quality.,,,,en,It seems to have pinpoint accuracy.
658,94,5127668983,5,User friendly and Accurate,2019-11-12T14:11:48Z,XQSUS,I really like this app. The information provided is extensive and it is really easy to adjust what cities you want information on. It seems to have pinpoint accuracy. Very useful tool for gauging air quality.,,,,en,Very useful tool for gauging air quality.
659,903,5126274451,5,Most needed,2019-11-12T07:28:22Z,BangkokKim,A tool i wish we could be without.  An app Bangkok people needs today like an thermometer.,,,,en,A tool i wish we could be without.  
660,903,5126274451,5,Most needed,2019-11-12T07:28:22Z,BangkokKim,A tool i wish we could be without.  An app Bangkok people needs today like an thermometer.,,,,en,An app Bangkok people needs today like an thermometer.
661,2098,5124092909,5,AirVisual,2019-11-11T17:28:33Z,12diji,"Finally .. clear , real local aqi
Thanks",,,,en,"Finally .. clear , real local aqi"
662,2098,5124092909,5,AirVisual,2019-11-11T17:28:33Z,12diji,"Finally .. clear , real local aqi
Thanks",,,,en,Thanks
663,594,5123483146,5,Easy to read,2019-11-11T14:53:31Z,beansinbeastmode,I like the app’s ability to tell you simply and quickly how the air quality is everyday,,,,en,I like the app’s ability to tell you simply and quickly how the air quality is everyday
664,2906,5119643164,5,Love it !,2019-11-10T17:23:09Z,Hikakv,Great app I I believe,,,,en,Great app
665,2906,5119643164,5,Love it !,2019-11-10T17:23:09Z,Hikakv,Great app I I believe,,,,en,I I believe
666,1586,5119598467,5,Excellent and critically important app!!,2019-11-10T17:11:38Z,Roland TK,Important for planning one’s exercise activities for the day and maintaining optimal health.,,,,en,Important for planning one’s exercise activities for the day and maintaining optimal health.
667,712,5119243026,5,Great app!,2019-11-10T15:50:39Z,nnnnnnnnnnnnnat,I’m always shocked that NYC has such great air quality! I wish there were more data sources for my region to make the readings more accurate but I trust it!,,,,en,I’m always shocked that NYC has such great air quality!
668,712,5119243026,5,Great app!,2019-11-10T15:50:39Z,nnnnnnnnnnnnnat,I’m always shocked that NYC has such great air quality! I wish there were more data sources for my region to make the readings more accurate but I trust it!,,,,en,I wish there were more data sources for my region to make the readings more accurate
669,712,5119243026,5,Great app!,2019-11-10T15:50:39Z,nnnnnnnnnnnnnat,I’m always shocked that NYC has such great air quality! I wish there were more data sources for my region to make the readings more accurate but I trust it!,,,,en,but I trust it!
670,449,5114150616,5,Super Helpful App!,2019-11-09T23:13:26Z,Fair Witness,"Especially the notifications — They're like quick air quality weather alerts and forecasts.  Pretty accurate.  Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north.",,,,en,Especially the notifications
671,449,5114150616,5,Super Helpful App!,2019-11-09T23:13:26Z,Fair Witness,"Especially the notifications — They're like quick air quality weather alerts and forecasts.  Pretty accurate.  Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north.",,,,en,—
672,449,5114150616,5,Super Helpful App!,2019-11-09T23:13:26Z,Fair Witness,"Especially the notifications — They're like quick air quality weather alerts and forecasts.  Pretty accurate.  Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north.",,,,en,They're like quick air quality weather alerts and forecasts.  
673,449,5114150616,5,Super Helpful App!,2019-11-09T23:13:26Z,Fair Witness,"Especially the notifications — They're like quick air quality weather alerts and forecasts.  Pretty accurate.  Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north.",,,,en,Pretty accurate.  
674,449,5114150616,5,Super Helpful App!,2019-11-09T23:13:26Z,Fair Witness,"Especially the notifications — They're like quick air quality weather alerts and forecasts.  Pretty accurate.  Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north.",,,,en,"Essential for asthma sufferers in the SF Bay Area in Novembers lately, with all the smoky air from forest fires up north."
675,966,5113938343,5,Air check,2019-11-09T22:19:02Z,4utdhbgfasgffhb,Easy way to get air quality info,,,,en,Easy way to get air quality info
676,3056,5113857074,5,Tomhuynhvn,2019-11-09T21:58:40Z,tomhuynhvn,Thanks,,,,en,Thanks
677,519,5113585160,5,Good to know when air quality is safe!,2019-11-09T20:51:06Z,tonyslayer,"Especially with many wildfires nowadays, it’s helpful to know whether the pollution we see outside is at safe quantities or not. Stay informed!",,,,en,"Especially with many wildfires nowadays, it’s helpful to know whether the pollution we see outside is at safe quantities or not."
678,519,5113585160,5,Good to know when air quality is safe!,2019-11-09T20:51:06Z,tonyslayer,"Especially with many wildfires nowadays, it’s helpful to know whether the pollution we see outside is at safe quantities or not. Stay informed!",,,,en,Stay informed!
679,1863,5110235827,5,Accurate,2019-11-09T10:17:38Z,Rick67027,This is really a great app for anyone living in Korea!,,,,en,This is really a great app for anyone living in Korea!
680,1250,5108680712,5,Love this App,2019-11-09T05:40:28Z,adubhotsauce,Amazing Interface and wonderful user experience. Best Air Quality app on the market,,,,en,Amazing Interface and wonderful user experience.
681,1250,5108680712,5,Love this App,2019-11-09T05:40:28Z,adubhotsauce,Amazing Interface and wonderful user experience. Best Air Quality app on the market,,,,en,Best Air Quality app on the market
682,802,5106769031,5,Local AQ data well-presented,2019-11-08T21:53:50Z,Todd Fincannon,"Unlike the EPA website for a whole city, this shows data from your neighbor’s monitor.",,,,en,"Unlike the EPA website for a whole city, this shows data from your neighbor’s monitor."
683,2304,5106321834,5,"great info, nice interface",2019-11-08T19:53:19Z,Freeloader142,esp with all the fires we have recently,,,,en,esp with all the fires we have recently
684,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,This free app can help you with information and forecasting of the air quality in your area.
685,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,"Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring."
686,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 
687,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality.
688,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,"Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home."
689,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,I discovered that NOT opening the windows to bring in a little fresh air was bad for us.
690,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors.
691,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,"Being retired and at home most of the time, this became even more important to monitor our indoor AQI."
692,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,Thank you AirVisual for providing the tools and information for a healthier lifestyle.
693,1,5106173514,5,Your AQI in an app,2019-11-08T19:14:02Z,Kido@PDX,"This free app can help you with information and forecasting of the air quality in your area. Since the 1970’s I’ve been personally interested in my home environment mainly because 3 of my family members, my husband & 2 children have hay fever in the Spring. We installed an electronic air filter in our furnace and air conditioning system which seemed to help immensely. 

Fat forward another 30+ years when we discovered the AirVisual app & their small device that could monitor our indoor air quality. Yes, using an AirVisual device is an easy way to monitor and improve your own air quality in your home. I discovered that NOT opening the windows to bring in a little fresh air was bad for us. Our carbon dioxide CO2 levels were getting in a higher range and causing headaches and lethargic behaviors. Being retired and at home most of the time, this became even more important to monitor our indoor AQI. Thank you AirVisual for providing the tools and information for a healthier lifestyle. 🥰",,,,en,🥰
694,1358,5105293524,5,Useful travel advisory,2019-11-08T15:39:40Z,vj mercer,Helps me plan for my travel around the world.,,,,en,Helps me plan for my travel around the world.
695,1147,5105179639,5,peace of mind!,2019-11-08T15:19:28Z,Laphyn,It’s reassuring and empowering to be able to know the air quality wherever I am!,,,,en,It’s reassuring and empowering to be able to know the air quality wherever I am!
696,310,5104384753,5,Does exactly as described: gives detailed info on air quality anywhere I am,2019-11-08T13:03:31Z,SpiritusLibera,"I live in Ulaanbaatar, Mongolia, which is behind only China and India in terms of air pollution and so far AirVisual is the only application that specifically states what sources they use to display AQI. I use it every time I go out to check if I need to wear a respirator mask.",,,,en,"I live in Ulaanbaatar, Mongolia, which is behind only China and India in terms of air pollution and so far AirVisual is the only application that specifically states what sources they use to display AQI."
697,310,5104384753,5,Does exactly as described: gives detailed info on air quality anywhere I am,2019-11-08T13:03:31Z,SpiritusLibera,"I live in Ulaanbaatar, Mongolia, which is behind only China and India in terms of air pollution and so far AirVisual is the only application that specifically states what sources they use to display AQI. I use it every time I go out to check if I need to wear a respirator mask.",,,,en,I use it every time I go out to check if I need to wear a respirator mask.
698,853,5102115344,5,I love it.,2019-11-08T05:05:56Z,libbyrapple2,"Rely on it every day through fire season. I’m so used to have the information now, I can’t imagine not.",,,,en,Rely on it every day through fire season.
699,853,5102115344,5,I love it.,2019-11-08T05:05:56Z,libbyrapple2,"Rely on it every day through fire season. I’m so used to have the information now, I can’t imagine not.",,,,en,"I’m so used to have the information now, I can’t imagine not."
700,1386,5100546491,5,Nice,2019-11-07T21:36:20Z,Sickofpaying4garbage,Accurate information.,,,,en,Accurate information.
701,1587,5100151081,5,My daily go to app,2019-11-07T19:32:34Z,Serve Chilled,Very useful and helps me daily,,,,en,Very useful and helps me daily
702,2365,5098614511,5,Good app,2019-11-07T12:51:32Z,qumruzzaman,Very effective app!!,,,,en,Very effective app!!
703,520,5097480019,5,Great!,2019-11-07T07:59:12Z,Arian M,A Really helpful app with a clean and intuitive user interface but the fluidity of scrolling through the map could be better!,,,,en,A Really helpful app with a clean and intuitive user interface
704,520,5097480019,5,Great!,2019-11-07T07:59:12Z,Arian M,A Really helpful app with a clean and intuitive user interface but the fluidity of scrolling through the map could be better!,,,,en,but the fluidity of scrolling through the map could be better!
705,1251,5095213414,5,Unique and correct .,2019-11-06T20:27:08Z,abdulatm,"Quality and accuracy. 
I’m more careful about going out .",,,,en,Quality and accuracy. 
706,1251,5095213414,5,Unique and correct .,2019-11-06T20:27:08Z,abdulatm,"Quality and accuracy. 
I’m more careful about going out .",,,,en,I’m more careful about going out .
707,1537,5094794140,5,Very Useful,2019-11-06T18:13:05Z,dinabae210,"Because of this app, i wear an air mask now. Breathing better hopefully",,,,en,"Because of this app, i wear an air mask now."
708,1537,5094794140,5,Very Useful,2019-11-06T18:13:05Z,dinabae210,"Because of this app, i wear an air mask now. Breathing better hopefully",,,,en,Breathing better hopefully
709,2333,5094260746,5,Helpful app!,2019-11-06T15:18:08Z,Charlene in Mexico,Very helpful!,,,,en,Very helpful!
710,367,5094222366,5,Smoke after fires,2019-11-06T15:06:43Z,Lovecleanair,"After the recent fires in the Bay Area I have found the AirVisual App a real help.
No matter where you travel to it gives you up to the minute readings. The numbers and the man’s face & expressions tell it all.",,,,en,After the recent fires in the Bay Area I have found the AirVisual
711,367,5094222366,5,Smoke after fires,2019-11-06T15:06:43Z,Lovecleanair,"After the recent fires in the Bay Area I have found the AirVisual App a real help.
No matter where you travel to it gives you up to the minute readings. The numbers and the man’s face & expressions tell it all.",,,,en,App a real help.
712,367,5094222366,5,Smoke after fires,2019-11-06T15:06:43Z,Lovecleanair,"After the recent fires in the Bay Area I have found the AirVisual App a real help.
No matter where you travel to it gives you up to the minute readings. The numbers and the man’s face & expressions tell it all.",,,,en,No matter where you travel to it gives you up to the minute readings.
713,367,5094222366,5,Smoke after fires,2019-11-06T15:06:43Z,Lovecleanair,"After the recent fires in the Bay Area I have found the AirVisual App a real help.
No matter where you travel to it gives you up to the minute readings. The numbers and the man’s face & expressions tell it all.",,,,en,The numbers and the man’s face & expressions tell it all.
714,1456,5094020587,5,Essential App in India!,2019-11-06T14:11:28Z,stjung79,This app is really helpful to check the quality of air!,,,,en,This app is really helpful to check the quality of air!
715,503,5093398169,5,Amazing app,2019-11-06T11:26:53Z,Serbian83,Convenient to use. During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gonna last. 5 stars from me,,,,en,Convenient to use.
716,503,5093398169,5,Amazing app,2019-11-06T11:26:53Z,Serbian83,Convenient to use. During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gonna last. 5 stars from me,,,,en,During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gonna last.
717,503,5093398169,5,Amazing app,2019-11-06T11:26:53Z,Serbian83,Convenient to use. During the season of high air pollution in my country this app showed me what regions I should not go to and how long the pollution is gonna last. 5 stars from me,,,,en,5 stars from me
718,2334,5092952835,5,Very good,2019-11-06T09:14:09Z,hasanfm,Very useful,,,,en,Very useful
719,2540,5092685536,5,good!,2019-11-06T07:52:17Z,Vitamjn,thanks you!,,,,en,thanks you!
720,1387,5092371153,5,Very accurate and helpful,2019-11-06T06:03:58Z,Rivkahleh,Very accurate and helpful,,,,en,Very accurate and helpful
721,713,5091726152,5,Very insightful,2019-11-06T02:00:39Z,tigerxak,I view this app daily. It really helps you to assess if you should leave the windows at home open or not.,,,,en,I view this app daily.
722,713,5091726152,5,Very insightful,2019-11-06T02:00:39Z,tigerxak,I view this app daily. It really helps you to assess if you should leave the windows at home open or not.,,,,en,It really helps you to assess if you should leave the windows at home open or not.
723,1008,5091070557,5,Useful,2019-11-05T21:27:24Z,michemore,I like how specific the app is and it helps me avoid certain locations.,,,,en,I like how specific the app is and it helps me avoid certain locations.
724,714,5087094027,5,Wonderful,2019-11-05T00:07:37Z,mymgb,I am a weather freak and this app adds to my arsenal. I love having a Apple Watch complication for quick temps on several locations,,,,en,I am a weather freak and this app adds to my arsenal.
725,714,5087094027,5,Wonderful,2019-11-05T00:07:37Z,mymgb,I am a weather freak and this app adds to my arsenal. I love having a Apple Watch complication for quick temps on several locations,,,,en,I love having a Apple Watch complication for quick temps on several locations
726,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,Very impressed with this app.  
727,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,The local information is very useful and the worldwide information is interesting and motivational.  
728,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,"But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.)"
729,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,for both indoors and outside.  
730,70,5085377639,5,Helpful and Interesting,2019-11-04T15:24:16Z,Metahyperparadox,"Very impressed with this app.  The local information is very useful and the worldwide information is interesting and motivational.  But before I buy a noisy air filter, I’ll be buying more air-cleaning trees and plants (like the Areca Palm, Dracaena & Chinese evergreens, etc.) for both indoors and outside.  The world needs trees.",,,,en,The world needs trees.
731,1588,5083211579,5,Clean air or not,2019-11-04T05:10:11Z,Ladywino,Helps with smoke from fire we’re in.,,,,en,Helps with smoke from fire we’re in.
732,921,5080807136,5,Clean Air is Important!,2019-11-03T18:26:25Z,Nuismer,Clean air is important & this app allows me to make sure the air I am breathing is of good quality! Updates & forecasts are helpful,,,,en,Clean air is important & this app allows me to make sure the air I am breathing is of good quality!
733,921,5080807136,5,Clean Air is Important!,2019-11-03T18:26:25Z,Nuismer,Clean air is important & this app allows me to make sure the air I am breathing is of good quality! Updates & forecasts are helpful,,,,en,Updates & forecasts are helpful
734,1511,5080750730,5,Good Resource,2019-11-03T18:16:13Z,Nanastessie,I live in Sonoma County with the recent Kincade Fire this app has been a valuable tool in evaluating the air.,,,,en,I live in Sonoma County with the recent Kincade Fire this app has been a valuable tool in evaluating the air.
735,1513,5080730515,5,Cali fires,2019-11-03T18:11:27Z,countyofaitchison ,On point - especially with the toxic air quality due to the recent fires in California.,,,,en,On point - especially with the toxic air quality due to the recent fires in California.
736,1065,5079475025,5,Air visual,2019-11-03T14:05:09Z,rocketjohnn,Great app for air quality and you can check multiple places.,,,,en,Great app for air quality and you can check multiple places.
737,904,5077488138,5,Very useful,2019-11-03T07:07:10Z,Darian Thein,Amazing app. I’m doing regular exercise everyday and this great app helps me a lot. 5 stars isn’t enough. I’ll give 10 stars.,,,,en,Amazing app.
738,904,5077488138,5,Very useful,2019-11-03T07:07:10Z,Darian Thein,Amazing app. I’m doing regular exercise everyday and this great app helps me a lot. 5 stars isn’t enough. I’ll give 10 stars.,,,,en,I’m doing regular exercise everyday and this great app helps me a lot.
739,904,5077488138,5,Very useful,2019-11-03T07:07:10Z,Darian Thein,Amazing app. I’m doing regular exercise everyday and this great app helps me a lot. 5 stars isn’t enough. I’ll give 10 stars.,,,,en,5 stars isn’t enough.
740,904,5077488138,5,Very useful,2019-11-03T07:07:10Z,Darian Thein,Amazing app. I’m doing regular exercise everyday and this great app helps me a lot. 5 stars isn’t enough. I’ll give 10 stars.,,,,en,I’ll give 10 stars.
741,191,5072203591,5,Great heads up,2019-11-02T16:20:14Z,698945,My kids both have respiratory issues and this is a great tool to help us know when it is and is not going to be safe for them to enjoy a lot of typical kid stuff in a particular area we may be visiting or near our home.,,,,en,My kids both have respiratory issues and this is a great tool to help us know when it is and is not going to be safe for them to enjoy a lot of typical kid stuff in a particular area we may be visiting or near our home.
742,1180,5064508720,5,Useful,2019-11-01T21:28:45Z,TonySalazar,Protect your lungs!  You only have two!  I appreciate the app and product.,,,,en,Protect your lungs!  
743,1180,5064508720,5,Useful,2019-11-01T21:28:45Z,TonySalazar,Protect your lungs!  You only have two!  I appreciate the app and product.,,,,en,You only have two!  
744,1180,5064508720,5,Useful,2019-11-01T21:28:45Z,TonySalazar,Protect your lungs!  You only have two!  I appreciate the app and product.,,,,en,I appreciate the app and product.
745,521,5061570647,5,Great to rate air quality as traveling or trying to decide when to turn on air purifier,2019-11-01T13:47:37Z,linsho,Great app to examine world in reference to location and watch changes during wildfire.,,,,en,Great app to examine world in reference to location and watch changes during wildfire.
746,1608,5061364291,5,Air quality at a glance!,2019-11-01T13:13:28Z,BaconzBitz,I know before I go,,,,en,I know before I go
747,2001,5061311268,5,Great app,2019-11-01T13:04:12Z,timmoore8,Does exactly what I want it to,,,,en,Does exactly what I want it to
748,613,5057857749,5,This is awesome,2019-10-31T23:21:18Z,hellenscott,I love being able to see the 7 day forecast and the ability to check any city in the world.,,,,en,I love being able to see the 7 day forecast and the ability to check any city in the world.
749,2029,5057445429,5,Tennis,2019-10-31T21:03:42Z,tennisml,Great to see if the air is healthy to play in,,,,en,Great to see if the air is healthy to play in
750,1538,5056654007,5,Super helpful,2019-10-31T17:40:03Z,Lola90Baby,"Sad that I need this, but it’s really helpful to see the numbers.",,,,en,"Sad that I need this,"
751,1538,5056654007,5,Super helpful,2019-10-31T17:40:03Z,Lola90Baby,"Sad that I need this, but it’s really helpful to see the numbers.",,,,en,but it’s really helpful to see the numbers.
